Latitude,Longitude,CropType,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B10,B11,B12
46.46919727450981,-63.65817103921569,30,"Potato",75,55,51,32,62,174,221,225,236,66,1,114,50
46.469471784313725,-63.65844554901961,15,"Potato",77,55,51,32,61,153,186,218,201,69,1,110,51
46.469471784313725,-63.65817103921569,28,"Potato",75,56,51,35,62,174,216,191,235,66,1,112,51
46.474687470588236,-63.65844554901961,17,"Wheat - Spring",73,55,50,31,60,150,190,170,203,57,1,107,48
46.474687470588236,-63.65817103921569,19,"Wheat - Spring",73,56,54,32,61,168,206,213,223,64,1,104,45
46.47496198039216,-63.65844554901961,25,"Wheat - Spring",73,54,50,29,57,161,185,195,212,57,1,97,43
46.47496198039216,-63.65817103921569,27,"Wheat - Spring",73,53,48,28,53,155,186,176,206,64,1,90,39
46.47523649019608,-63.68040633333334,23,"Barley",72,54,49,34,37,49,58,103,59,18,1,26,13
46.475511000000004,-63.68068084313726,30,"Barley",72,51,39,24,27,24,27,22,21,18,1,7,4
46.475511000000004,-63.68040633333334,8,"Barley",72,52,40,24,26,23,26,22,21,18,1,8,5
46.475511000000004,-63.680131823529415,33,"Barley",71,51,39,23,25,23,24,20,20,10,1,7,3
46.475511000000004,-63.6735435882353,18,"Potato",75,55,58,31,80,195,235,236,237,67,1,144,66
46.475511000000004,-63.673269078431375,15,"Potato",75,65,66,58,95,165,191,183,217,67,1,170,91
46.475511000000004,-63.671073,24,"Soybean",73,56,53,29,66,191,235,235,237,64,1,105,42
46.475511000000004,-63.670798490196084,11,"Soybean",73,54,53,29,65,177,215,235,235,64,1,112,47
46.47578550980393,-63.6735435882353,30,"Potato",75,55,58,30,74,203,236,237,238,63,1,126,53
46.47578550980393,-63.673269078431375,28,"Potato",75,59,60,42,81,186,228,221,236,63,1,142,68
46.47578550980393,-63.671073,32,"Soybean",74,56,52,31,56,134,167,193,183,49,1,101,48
46.47578550980393,-63.670798490196084,23,"Soybean",74,56,48,34,52,116,142,146,165,49,1,84,42
46.47606001960784,-63.66530829411765,14,"Potato",74,54,50,29,62,168,198,208,226,68,1,117,54
46.47606001960784,-63.66503378431373,18,"Potato",76,51,45,24,64,177,226,210,235,67,1,117,53
46.476334529411766,-63.67519064705883,33,"Barley",71,52,40,24,28,24,27,22,24,15,1,9,4
46.476334529411766,-63.66530829411765,29,"Potato",74,55,51,31,61,147,190,206,205,60,1,104,49
46.476334529411766,-63.66503378431373,32,"Potato",74,58,54,34,57,138,171,171,180,62,1,99,45
46.47660903921569,-63.68232790196079,24,"Potato",71,52,39,23,24,22,23,20,20,11,1,7,3
46.47660903921569,-63.67985731372549,20,"Wheat - Winter",71,51,37,22,23,21,22,19,20,6,1,5,3
46.47660903921569,-63.67958280392157,25,"Wheat - Winter",71,50,38,22,23,22,23,18,17,6,1,5,3
46.47660903921569,-63.67546515686275,33,"Barley",71,52,42,28,37,71,88,62,90,15,1,36,13
46.47660903921569,-63.67519064705883,4,"Barley",71,51,38,24,28,25,37,12,28,15,1,16,6
46.47660903921569,-63.674916137254904,28,"Barley",71,52,40,24,27,22,31,24,22,15,1,13,5
46.47688354901961,-63.682602411764705,33,"Potato",71,50,38,23,24,22,24,19,18,6,1,6,4
46.47688354901961,-63.68232790196079,7,"Potato",71,51,39,23,23,23,23,19,18,6,1,6,3
46.47688354901961,-63.68205339215687,30,"Potato",71,51,39,23,23,22,22,20,19,6,1,6,3
46.47688354901961,-63.67985731372549,19,"Wheat - Winter",70,50,38,23,24,22,23,19,20,9,1,6,3
46.47688354901961,-63.67958280392157,23,"Wheat - Winter",70,50,38,23,26,23,23,20,20,9,1,6,4
46.47688354901961,-63.67519064705883,28,"Barley",74,57,55,34,73,184,234,204,235,59,1,119,54
46.47743256862746,-63.66009260784314,34,"Potato",77,57,59,30,73,235,240,242,241,83,1,122,55
46.47770707843137,-63.66036711764706,26,"Potato",76,64,61,48,71,190,236,195,237,80,1,108,55
46.47770707843137,-63.66009260784314,5,"Potato",76,58,58,37,69,204,238,235,239,80,1,107,47
46.477981588235295,-63.66009260784314,27,"Potato",76,58,58,29,68,225,240,240,242,80,1,109,44
46.51092276470589,-63.68232790196079,31,"Barley",73,54,39,24,21,19,18,15,16,6,1,7,6
46.511197274509804,-63.68232790196079,8,"Barley",73,54,39,23,20,18,17,14,15,6,1,7,6
46.511197274509804,-63.68205339215687,23,"Barley",73,54,39,24,20,18,18,15,15,5,1,7,6
46.51147178431373,-63.68232790196079,32,"Barley",73,53,39,23,20,18,17,14,15,6,1,7,5
46.513118843137256,-63.68232790196079,31,"Timothy",74,54,42,25,21,20,19,15,18,6,1,9,7
46.51339335294118,-63.682602411764705,26,"Timothy",74,55,43,27,22,20,20,17,17,6,1,10,7
46.51339335294118,-63.68232790196079,5,"Timothy",74,55,42,26,22,21,21,16,18,6,1,9,8
46.5136678627451,-63.68232790196079,31,"Timothy",75,56,44,28,23,21,20,17,18,7,1,10,8
46.513942372549025,-63.67985731372549,31,"Barley",77,60,53,49,43,25,25,20,20,7,1,10,8
46.51421688235295,-63.680131823529415,28,"Barley",76,58,51,42,34,21,20,18,17,6,1,9,7
46.51421688235295,-63.67985731372549,3,"Barley",76,57,51,39,35,21,20,16,17,7,1,9,7
46.51421688235295,-63.67958280392157,33,"Barley",76,57,50,40,36,20,20,16,17,7,1,10,7
46.51449139215686,-63.67985731372549,30,"Barley",76,57,50,41,37,21,21,17,18,7,1,11,8
46.51613845098039,-63.683700450980396,29,"Potato",83,67,62,75,90,91,101,68,98,21,1,112,79
46.516412960784315,-63.68397496078432,31,"Potato",94,89,93,129,140,154,165,148,175,44,1,222,198
46.516412960784315,-63.683700450980396,2,"Potato",98,90,96,133,137,160,176,157,184,51,1,221,196
46.516412960784315,-63.68342594117647,30,"Potato",98,93,101,138,145,164,177,165,187,51,1,227,205
46.51668747058824,-63.683700450980396,32,"Potato",98,84,94,115,142,177,194,187,202,51,1,227,195
46.51696198039216,-63.6812298627451,34,"Canola / Rapeseed",82,69,64,65,82,118,133,125,152,47,1,162,104
46.51723649019608,-63.6812298627451,12,"Canola / Rapeseed",82,73,69,72,84,124,147,127,159,47,1,162,102
46.51723649019608,-63.680955352941176,18,"Canola / Rapeseed",82,69,67,63,84,120,137,147,152,47,1,154,94
46.517511000000006,-63.6812298627451,32,"Canola / Rapeseed",81,70,66,65,83,130,150,149,164,37,1,154,95
46.517511000000006,-63.680955352941176,35,"Canola / Rapeseed",81,64,60,56,76,119,139,133,150,37,1,136,82
46.51833452941177,-63.68205339215687,22,"Corn",81,75,72,80,95,116,127,140,137,31,1,135,93
46.51833452941177,-63.681778882352944,32,"Corn",81,74,74,95,83,83,88,123,86,31,1,72,53
46.51860903921569,-63.68205339215687,12,"Corn",75,57,51,50,49,30,31,25,22,10,1,13,10
46.51860903921569,-63.681778882352944,26,"Corn",75,57,49,45,43,24,25,21,18,10,1,9,6
46.51943256862745,-63.68479849019608,34,"Potato",78,59,51,42,39,28,28,22,21,9,1,13,11
46.519707078431374,-63.685073,18,"Potato",79,62,57,61,59,40,43,32,29,7,1,11,9
46.519707078431374,-63.68479849019608,12,"Potato",79,65,59,63,59,40,42,37,30,7,1,12,9
46.5199815882353,-63.685073,35,"Potato",79,63,56,59,59,44,46,34,33,7,1,9,8
46.5199815882353,-63.68479849019608,32,"Potato",79,64,58,61,56,41,43,37,32,7,1,10,7
46.52025609803922,-63.67958280392157,19,"Corn",72,52,38,22,19,17,18,15,15,5,1,6,5
46.52025609803922,-63.67930829411765,26,"Corn",72,52,38,23,19,18,17,14,15,5,1,6,5
46.52053060784314,-63.67958280392157,18,"Corn",71,51,37,21,18,16,16,13,11,5,1,5,3
46.52053060784314,-63.67930829411765,25,"Corn",71,51,36,21,18,17,16,13,12,5,1,5,3
46.524922764705885,-63.684249470588234,27,"Corn",72,53,37,23,21,19,19,15,16,6,1,7,5
46.52519727450981,-63.68452398039216,29,"Corn",72,52,37,23,22,20,19,15,16,6,1,7,5
46.52519727450981,-63.684249470588234,4,"Corn",72,52,38,23,21,19,19,15,16,6,1,7,5
46.52519727450981,-63.68397496078432,33,"Corn",72,53,38,23,21,19,19,15,16,6,1,7,5
46.52547178431373,-63.684249470588234,34,"Corn",72,51,38,24,21,19,19,16,16,6,1,7,5
46.530138450980395,-63.68452398039216,28,"Barley",73,55,57,29,72,235,239,238,241,72,1,127,50
46.530138450980395,-63.684249470588234,8,"Barley",73,57,61,31,71,225,238,238,240,72,1,129,53
46.530138450980395,-63.68397496078432,34,"Barley",73,57,59,34,70,200,236,236,237,72,1,124,52
46.530138450980395,-63.678484764705885,24,"Potato",71,51,39,26,28,20,19,16,16,6,1,6,4
46.530138450980395,-63.67821025490196,32,"Potato",71,51,38,25,27,19,18,16,16,6,1,6,4
46.53041296078432,-63.684249470588234,23,"Barley",73,57,62,31,71,224,237,238,239,75,1,128,51
46.53041296078432,-63.678484764705885,11,"Potato",72,52,41,29,30,20,20,17,15,5,1,7,4
46.53041296078432,-63.67821025490196,24,"Potato",72,51,39,28,28,19,19,15,16,5,1,7,5
46.53068747058824,-63.681778882352944,32,"Timothy",74,53,43,40,55,68,73,49,66,20,1,38,19
46.53096198039216,-63.681778882352944,6,"Timothy",73,52,42,35,45,59,61,43,62,46,1,33,18
46.53096198039216,-63.68150437254902,25,"Timothy",73,59,59,46,67,139,151,170,173,46,1,81,39
46.53123649019608,-63.681778882352944,30,"Timothy",73,56,53,39,69,158,182,141,205,46,1,100,45
46.53123649019608,-63.674916137254904,28,"Barley",72,50,36,22,21,18,18,15,15,5,1,6,4
46.53123649019608,-63.67464162745098,15,"Barley",72,51,36,22,20,18,18,14,15,5,1,6,4
46.531511,-63.674916137254904,30,"Barley",72,51,36,23,21,18,17,15,15,6,1,6,4
46.531511,-63.67464162745098,19,"Barley",72,51,36,22,21,18,18,14,15,6,1,6,4
46.53590315686275,-63.646916137254905,32,"Corn",78,63,71,35,87,236,240,239,242,76,1,61,24
46.53590315686275,-63.64664162745098,22,"Corn",78,63,71,35,89,236,240,239,242,76,1,61,24
46.53617766666667,-63.646916137254905,26,"Corn",77,62,69,36,84,228,238,239,240,68,1,64,26
46.53617766666667,-63.64664162745098,11,"Corn",77,62,70,36,80,222,237,239,239,68,1,67,27
46.53672668627451,-63.6609161372549,24,"Corn",72,52,42,35,36,22,24,19,16,6,1,6,4
46.537001196078435,-63.661190647058824,29,"Corn",72,52,42,36,36,22,25,19,15,6,1,7,3
46.537001196078435,-63.6609161372549,8,"Corn",72,52,41,37,37,24,27,20,19,6,1,7,4
46.537001196078435,-63.660641627450985,34,"Corn",75,51,40,38,40,30,32,22,25,16,1,8,6
46.53755021568628,-63.65679849019608,12,"Corn",79,66,62,78,87,104,118,121,140,43,1,145,91
46.53755021568628,-63.65652398039216,25,"Corn",79,67,63,78,88,104,120,121,137,43,1,146,92
46.53755021568628,-63.64032790196079,33,"Barley",75,52,46,26,61,179,232,199,236,71,1,93,39
46.53755021568628,-63.640053392156865,10,"Barley",75,55,54,31,71,209,236,236,239,71,1,109,44
46.53755021568628,-63.63977888235294,31,"Barley",75,57,58,31,68,210,237,238,239,71,1,112,44
46.537824725490196,-63.65679849019608,22,"Corn",79,68,63,78,89,105,120,121,139,44,1,145,91
46.537824725490196,-63.65652398039216,31,"Corn",79,67,63,78,88,105,122,122,139,44,1,146,92
46.537824725490196,-63.640053392156865,21,"Barley",72,54,50,30,68,187,235,235,237,74,1,99,41
46.53809923529412,-63.650210254901964,35,"Corn",76,60,59,45,61,179,236,224,236,69,1,114,58
46.53809923529412,-63.64993574509804,31,"Corn",76,61,58,43,63,178,235,233,236,69,1,112,55
46.53809923529412,-63.64417103921569,33,"Corn",76,56,51,37,55,172,235,224,236,67,1,128,62
46.53809923529412,-63.64389652941177,33,"Corn",76,56,51,35,55,175,235,227,236,67,1,126,60
46.53837374509804,-63.650210254901964,19,"Corn",73,54,47,30,48,180,236,236,238,69,1,104,42
46.53837374509804,-63.64993574509804,12,"Corn",73,54,47,30,47,180,237,236,239,69,1,102,43
46.53837374509804,-63.64417103921569,15,"Corn",74,56,52,37,59,176,232,223,236,66,1,136,68
46.53837374509804,-63.64389652941177,15,"Corn",74,55,51,36,59,174,232,225,236,66,1,134,66
46.538648254901965,-63.64993574509804,34,"Corn",73,54,47,30,46,175,237,236,238,69,1,97,40
46.53919727450981,-63.65679849019608,34,"Wheat - Winter",75,55,48,31,49,175,236,235,237,71,1,106,46
46.53919727450981,-63.65652398039216,26,"Wheat - Winter",74,55,49,33,50,178,236,236,238,70,1,110,49
46.539471784313726,-63.65679849019608,24,"Wheat - Winter",73,55,48,31,48,174,236,235,237,71,1,106,47
46.539471784313726,-63.65652398039216,9,"Wheat - Winter",72,53,47,28,48,178,236,236,238,72,1,109,46
46.539471784313726,-63.63730829411765,20,"Potato",77,76,82,114,130,154,177,180,213,84,1,177,104
46.539471784313726,-63.63703378431373,24,"Potato",78,76,81,111,120,152,178,189,210,68,1,175,101
46.53974629411765,-63.64389652941177,29,"Canola / Rapeseed",73,55,49,32,53,175,235,234,236,69,1,118,55
46.53974629411765,-63.63730829411765,19,"Potato",77,72,75,103,115,152,182,172,214,84,1,164,94
46.53974629411765,-63.63703378431373,24,"Potato",78,70,73,95,107,139,162,174,193,68,1,167,95
46.53974629411765,-63.63593574509804,29,"Barley",74,56,56,31,73,235,240,239,242,87,1,132,55
46.54002080392157,-63.65487692156863,30,"Potato",74,54,55,26,60,225,239,241,241,75,1,120,53
46.54002080392157,-63.652131823529416,30,"Potato",72,53,47,29,47,181,237,236,238,72,1,107,45
46.54002080392157,-63.65185731372549,5,"Potato",76,54,48,32,51,183,237,235,238,73,1,117,52
46.54002080392157,-63.65158280392157,32,"Potato",76,56,55,34,66,201,237,238,238,73,1,126,61
46.54002080392157,-63.64417103921569,28,"Canola / Rapeseed",73,54,47,27,44,181,237,236,238,71,1,102,42
46.54002080392157,-63.64389652941177,3,"Canola / Rapeseed",73,53,46,27,44,180,237,236,238,71,1,101,42
46.54002080392157,-63.64362201960785,34,"Canola / Rapeseed",73,53,47,27,44,180,237,236,238,71,1,99,40
46.54002080392157,-63.63593574509804,9,"Barley",75,57,60,34,76,224,238,236,239,80,1,140,62
46.54002080392157,-63.63566123529412,22,"Barley",75,56,56,31,72,236,240,239,242,80,1,130,54
46.540295313725494,-63.65515143137255,27,"Potato",74,53,46,28,46,180,237,236,238,75,1,105,43
46.540295313725494,-63.65487692156863,4,"Potato",74,54,47,30,47,182,237,236,239,75,1,106,44
46.540295313725494,-63.65460241176471,34,"Potato",74,54,47,29,47,182,237,237,239,75,1,104,43
46.540295313725494,-63.65185731372549,26,"Potato",76,53,47,29,47,179,236,236,238,73,1,110,48
46.540295313725494,-63.64389652941177,32,"Canola / Rapeseed",73,53,46,27,44,184,237,237,238,71,1,100,40
46.540295313725494,-63.64087692156863,26,"Barley",74,54,49,32,52,190,237,236,238,78,1,110,47
46.540295313725494,-63.63593574509804,35,"Barley",75,58,59,35,76,226,238,237,240,80,1,139,63
46.54056982352942,-63.65487692156863,32,"Potato",72,54,49,30,47,183,237,237,238,74,1,105,43
46.54056982352942,-63.64115143137255,30,"Barley",72,53,47,28,45,182,237,236,238,74,1,101,41
46.54056982352942,-63.64087692156863,5,"Barley",73,55,48,30,47,183,237,235,238,77,1,105,44
46.54056982352942,-63.64060241176471,32,"Barley",73,56,50,31,55,192,237,237,238,77,1,113,47
46.54139335294118,-63.636484764705884,11,"Barley",77,72,76,105,118,150,174,167,207,78,1,166,97
46.54139335294118,-63.63621025490196,26,"Barley",77,72,73,96,109,139,165,172,193,69,1,166,95
46.5416678627451,-63.636484764705884,22,"Barley",76,65,65,71,100,173,213,207,235,88,1,150,81
46.5416678627451,-63.63621025490196,32,"Barley",77,70,72,94,112,142,166,167,199,65,1,164,96
46.542216882352946,-63.615073,33,"Barley",74,60,58,56,80,120,141,145,166,55,1,117,66
46.54249139215687,-63.615347509803925,18,"Barley",75,60,58,57,82,124,146,144,167,75,1,123,69
46.54249139215687,-63.615073,12,"Barley",77,59,57,57,79,131,154,150,179,61,1,124,68
46.542765901960784,-63.625504372549024,16,"Barley",75,65,69,67,88,235,240,235,241,91,1,137,76
46.542765901960784,-63.6252298627451,33,"Barley",77,61,63,46,75,237,242,240,243,87,1,130,59
46.542765901960784,-63.617818098039216,22,"Barley",76,58,58,38,75,211,237,235,239,88,1,138,68
46.542765901960784,-63.6175435882353,14,"Barley",76,67,71,69,97,236,241,240,242,88,1,161,89
46.542765901960784,-63.615073,33,"Barley",77,59,56,53,77,131,155,152,180,61,1,122,67
46.54304041176471,-63.625504372549024,15,"Barley",75,58,58,36,74,237,243,242,244,91,1,123,52
46.54304041176471,-63.6252298627451,33,"Barley",76,56,58,33,72,237,243,242,245,88,1,123,51
46.54304041176471,-63.617818098039216,29,"Barley",75,55,54,35,61,172,218,212,235,82,1,105,46
46.54304041176471,-63.6175435882353,24,"Barley",75,63,66,55,97,236,241,239,242,82,1,149,85
46.543863941176475,-63.61836711764706,23,"Barley",75,56,56,31,78,198,235,236,238,75,1,145,69
46.543863941176475,-63.61809260784314,32,"Barley",78,70,71,78,104,170,203,206,235,77,1,204,112
46.5441384509804,-63.61836711764706,11,"Barley",75,56,55,36,75,189,231,227,237,73,1,133,63
46.5441384509804,-63.61809260784314,25,"Barley",78,62,65,46,91,185,225,235,236,77,1,174,89
46.54468747058824,-63.624680843137256,25,"Barley",75,64,61,69,75,124,152,132,172,59,1,125,67
46.54468747058824,-63.62440633333333,15,"Barley",76,60,53,55,69,138,163,128,191,70,1,118,61
46.54496198039216,-63.624680843137256,29,"Barley",75,56,56,39,73,173,203,216,235,59,1,136,66
46.54496198039216,-63.62440633333333,21,"Barley",76,65,64,52,86,187,225,232,236,70,1,159,79
46.24629531372549,-63.54864162745098,31,"Barley",76,61,62,47,81,172,202,205,222,67,1,178,93
46.24629531372549,-63.54836711764706,12,"Barley",76,62,62,47,81,170,197,199,221,67,1,180,96
46.24629531372549,-63.54809260784314,34,"Barley",75,64,63,52,82,167,200,188,222,67,1,183,97
46.24656982352941,-63.54864162745098,34,"Barley",74,62,62,49,73,162,189,184,214,72,1,153,78
46.24656982352941,-63.54836711764706,19,"Barley",74,60,58,45,65,166,209,182,226,72,1,133,65
46.252060019607846,-63.55001417647059,30,"Barley",70,52,53,28,66,183,226,225,236,72,1,109,43
46.252060019607846,-63.54973966666667,26,"Barley",71,52,50,27,62,169,201,197,219,64,1,99,39
46.25233452941177,-63.55001417647059,20,"Barley",70,52,50,27,67,194,235,234,236,72,1,110,43
46.25233452941177,-63.54973966666667,14,"Barley",71,53,53,27,66,177,213,217,232,64,1,102,40
46.25315805882353,-63.557425941176476,30,"Soybean",78,56,57,32,77,233,239,239,240,64,1,146,70
46.25343256862745,-63.55770045098039,34,"Soybean",76,58,60,35,77,236,240,240,242,84,1,135,62
46.25343256862745,-63.557425941176476,3,"Soybean",78,58,59,39,85,197,235,238,237,64,1,169,91
46.25343256862745,-63.55715143137255,27,"Soybean",78,69,66,76,97,135,153,155,176,64,1,199,124
46.253707078431376,-63.557425941176476,31,"Soybean",78,71,68,76,97,133,155,151,186,58,1,202,123
46.25425609803922,-63.5552298627451,30,"Wheat - Spring",74,56,60,33,75,187,224,235,235,60,1,108,49
46.25425609803922,-63.55495535294118,22,"Wheat - Spring",74,59,59,45,79,155,184,178,206,60,1,110,54
46.25453060784314,-63.5552298627451,25,"Wheat - Spring",74,57,59,35,75,191,230,232,236,60,1,109,48
46.25453060784314,-63.55495535294118,13,"Wheat - Spring",74,58,59,41,79,167,198,193,220,60,1,110,52
46.25562864705883,-63.56346515686275,32,"Soybean",96,47,45,36,87,178,202,194,235,67,1,153,91
46.25590315686275,-63.56346515686275,6,"Soybean",82,62,65,53,94,186,220,235,235,60,1,156,96
46.25590315686275,-63.563190647058825,25,"Soybean",82,75,74,78,98,164,195,197,207,60,1,175,118
46.25590315686275,-63.55934750980392,18,"Timothy",78,66,67,66,98,153,181,217,224,76,1,191,111
46.25590315686275,-63.559073000000005,32,"Timothy",79,69,68,77,100,139,159,157,180,73,1,213,132
46.256177666666666,-63.56346515686275,31,"Soybean",82,67,69,58,90,175,206,231,231,60,1,157,92
46.256177666666666,-63.55934750980392,14,"Timothy",78,70,70,75,99,136,156,163,190,76,1,203,122
46.256177666666666,-63.559073000000005,30,"Timothy",79,68,65,72,99,132,151,157,176,73,1,213,133
46.256177666666666,-63.557974960784314,24,"Wheat - Spring",74,57,60,33,76,236,241,242,242,84,1,132,58
46.256177666666666,-63.55770045098039,23,"Wheat - Spring",74,56,57,35,66,195,235,237,237,84,1,114,52
46.25645217647059,-63.557974960784314,21,"Wheat - Spring",72,55,52,32,53,184,228,220,234,80,1,108,46
46.25645217647059,-63.55770045098039,19,"Wheat - Spring",72,52,46,26,64,188,233,210,237,80,1,111,46
46.26029531372549,-63.57911221568628,33,"Soybean",75,58,64,31,81,240,246,245,247,102,1,137,55
46.26029531372549,-63.57883770588236,28,"Soybean",75,58,65,29,83,241,247,247,248,102,1,139,56
46.260569823529416,-63.57911221568628,21,"Soybean",75,60,62,35,81,239,244,242,246,102,1,138,56
46.260569823529416,-63.57883770588236,11,"Soybean",75,58,67,33,84,241,247,246,248,102,1,139,56
46.26276590196078,-63.578563196078434,20,"Potato",75,58,56,36,78,235,239,238,241,97,1,127,55
46.26276590196078,-63.57828868627451,24,"Potato",75,59,62,36,79,238,243,242,244,97,1,136,56
46.263040411764706,-63.578563196078434,19,"Potato",75,57,54,35,76,218,237,237,239,91,1,119,51
46.263040411764706,-63.57828868627451,24,"Potato",75,57,58,37,77,235,239,237,240,91,1,130,55
46.2641384509804,-63.586249470588236,31,"Barley",71,52,46,24,59,181,219,217,235,69,1,101,40
46.26441296078431,-63.58652398039216,32,"Barley",71,53,48,26,58,166,213,199,232,81,1,103,39
46.26441296078431,-63.586249470588236,2,"Barley",71,52,47,26,57,171,214,215,234,69,1,106,42
46.26441296078431,-63.58597496078431,29,"Barley",71,55,52,29,59,157,191,210,211,69,1,107,46
46.264687470588235,-63.586249470588236,30,"Barley",72,52,48,26,57,167,211,208,230,86,1,102,40
46.26496198039216,-63.58926907843137,30,"Wheat - Spring",72,59,58,46,77,158,193,184,218,72,1,155,75
46.26496198039216,-63.588994568627456,28,"Wheat - Spring",72,55,52,37,67,166,206,190,229,72,1,121,56
46.26523649019608,-63.58926907843137,18,"Wheat - Spring",73,59,58,48,81,160,205,224,229,75,1,155,81
46.26523649019608,-63.588994568627456,15,"Wheat - Spring",73,57,55,50,70,172,197,156,220,75,1,150,75
46.265785509803926,-63.585425941176474,31,"Barley",74,56,58,29,74,238,245,244,247,78,1,170,74
46.265785509803926,-63.58515143137255,10,"Barley",74,56,58,27,75,238,243,245,245,78,1,165,75
46.265785509803926,-63.58487692156863,33,"Barley",74,56,58,29,77,236,241,245,243,78,1,158,73
46.26606001960784,-63.58515143137255,21,"Barley",74,60,59,47,81,162,211,236,235,78,1,144,73
46.26688354901961,-63.59530829411765,19,"Barley",71,52,52,25,64,181,224,235,235,72,1,103,39
46.26688354901961,-63.59503378431373,24,"Barley",71,53,53,27,63,172,200,223,224,72,1,98,38
46.26715805882353,-63.59530829411765,20,"Barley",71,51,48,25,60,171,224,207,235,72,1,97,38
46.26715805882353,-63.59503378431373,25,"Barley",71,52,46,25,58,171,199,202,220,72,1,95,36
46.267432568627456,-63.5972298627451,35,"Barley",71,53,47,24,46,190,237,237,238,75,1,97,36
46.26770707843137,-63.5972298627451,10,"Barley",71,53,48,26,49,184,236,236,237,75,1,98,39
46.26770707843137,-63.59695535294118,21,"Barley",71,53,50,28,48,187,236,235,237,75,1,101,40
46.267981588235294,-63.5972298627451,29,"Barley",71,52,48,26,46,186,237,236,238,78,1,97,37
46.267981588235294,-63.59695535294118,34,"Barley",71,53,47,26,45,184,236,236,237,78,1,97,37
46.26825609803922,-63.593112215686276,25,"Potato",71,51,47,24,58,168,204,201,227,77,1,92,35
46.26853060784314,-63.5933867254902,32,"Potato",70,51,46,24,56,172,216,214,235,75,1,94,38
46.26853060784314,-63.593112215686276,6,"Potato",70,51,47,25,58,171,203,208,228,75,1,95,36
46.26853060784314,-63.59283770588235,30,"Potato",70,53,49,26,60,187,232,217,236,75,1,102,39
46.26962864705882,-63.596406333333334,32,"Barley",71,51,47,24,64,214,238,236,239,88,1,118,46
46.26962864705882,-63.59613182352941,25,"Barley",71,54,56,27,73,235,239,239,241,88,1,123,48
46.269903156862746,-63.596406333333334,22,"Barley",71,53,52,26,70,224,238,238,240,88,1,119,47
46.269903156862746,-63.59613182352941,12,"Barley",71,53,55,27,76,231,238,238,240,88,1,121,46
46.27100119607844,-63.599974960784316,10,"Wheat - Spring",72,54,48,26,44,199,239,238,241,84,1,98,35
46.27100119607844,-63.59970045098039,25,"Wheat - Spring",72,53,48,27,44,197,239,238,240,84,1,99,35
46.27127570588235,-63.599974960784316,24,"Wheat - Spring",72,54,49,27,45,199,239,239,241,78,1,102,37
46.27127570588235,-63.59970045098039,33,"Wheat - Spring",72,54,47,26,46,193,239,238,239,78,1,102,39
46.271550215686275,-63.60793574509804,27,"Barley",74,58,60,34,76,226,238,238,240,86,1,138,61
46.271550215686275,-63.60766123529412,33,"Barley",74,56,58,31,73,229,238,237,239,86,1,135,57
46.271550215686275,-63.60244554901961,13,"Wheat - Spring",73,54,46,25,43,187,238,237,239,79,1,99,37
46.271550215686275,-63.60217103921569,27,"Wheat - Spring",73,54,46,26,45,188,238,238,239,79,1,99,37
46.2718247254902,-63.60793574509804,11,"Barley",75,61,60,47,77,204,236,202,238,93,1,143,69
46.2718247254902,-63.60766123529412,22,"Barley",75,57,59,33,76,218,237,237,239,93,1,142,62
46.2718247254902,-63.60244554901961,20,"Wheat - Spring",72,55,50,30,49,168,228,237,235,73,1,100,41
46.2718247254902,-63.60217103921569,31,"Wheat - Spring",72,51,43,24,49,159,206,193,224,73,1,94,39
46.27347178431373,-63.612602411764705,23,"Corn",76,59,64,32,82,240,246,245,247,110,1,134,51
46.27347178431373,-63.61232790196079,34,"Corn",76,59,64,32,82,240,246,245,248,110,1,135,52
46.27347178431373,-63.606837705882356,31,"Wheat - Spring",75,58,64,33,80,240,247,246,248,107,1,127,49
46.27347178431373,-63.60656319607843,5,"Wheat - Spring",78,58,63,30,82,238,243,245,244,88,1,130,56
46.27347178431373,-63.60628868627451,31,"Wheat - Spring",78,65,65,65,97,182,223,205,235,88,1,145,79
46.27374629411765,-63.612602411764705,10,"Corn",76,59,65,32,82,240,246,245,248,110,1,134,52
46.27374629411765,-63.61232790196079,27,"Corn",76,59,65,33,83,240,246,245,248,110,1,134,52
46.27374629411765,-63.60656319607843,26,"Wheat - Spring",78,58,63,33,80,240,246,245,248,88,1,126,50
46.27456982352941,-63.60958280392157,17,"Potato",76,64,64,62,88,210,237,229,238,81,1,143,76
46.27456982352941,-63.609308294117646,21,"Potato",76,57,56,32,73,236,240,239,241,81,1,119,52
46.274844333333334,-63.60958280392157,23,"Potato",76,63,64,61,90,214,236,217,237,81,1,149,78
46.274844333333334,-63.609308294117646,26,"Potato",76,59,60,43,80,222,237,237,238,81,1,132,64
46.27539335294118,-63.61287692156863,33,"Potato",76,61,65,36,84,241,246,245,248,104,1,123,46
46.2756678627451,-63.61315143137255,26,"Potato",77,61,66,35,83,240,247,246,248,111,1,123,45
46.2756678627451,-63.61287692156863,5,"Potato",77,61,66,35,83,240,247,246,248,109,1,123,45
46.275942372549025,-63.61287692156863,29,"Potato",77,61,65,35,84,240,247,245,249,109,1,123,45
46.27649139215686,-63.615073,33,"Barley",72,52,50,26,66,208,237,237,239,89,1,112,41
