Latitude,Longitude,CropType,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B10,B11,B12
46.42390315686275,-63.30762201960784,17,"Potato",77,55,51,34,63,169,206,209,219,63,1,122,62
46.42445217647059,-63.305700450980396,22,"Timothy",81,59,52,46,78,119,145,154,168,48,1,138,79
46.42445217647059,-63.30542594117647,10,"Timothy",81,66,62,71,87,119,139,132,163,48,1,155,95
46.42472668627451,-63.305700450980396,34,"Timothy",81,72,70,82,93,122,139,144,164,48,1,163,104
46.42472668627451,-63.30542594117647,27,"Timothy",81,69,66,77,91,125,147,146,171,48,1,158,96
46.42500119607843,-63.31393574509804,29,"Soybean",75,53,44,24,54,174,227,185,235,66,1,105,41
46.42500119607843,-63.31366123529412,13,"Soybean",75,57,52,33,62,169,212,212,233,66,1,118,52
46.425275705882356,-63.31393574509804,32,"Soybean",75,55,52,29,60,219,237,239,239,66,1,127,55
46.425275705882356,-63.31366123529412,19,"Soybean",75,54,47,27,55,158,197,193,226,66,1,103,45
46.42609923529412,-63.30844554901961,16,"Barley",83,72,73,61,94,167,203,207,227,58,1,172,95
46.42609923529412,-63.30817103921569,26,"Barley",83,69,68,72,98,150,173,187,205,58,1,203,114
46.42637374509804,-63.30844554901961,19,"Barley",83,69,68,71,99,147,177,184,206,58,1,200,112
46.42637374509804,-63.30817103921569,28,"Barley",83,71,69,75,96,143,164,165,192,58,1,207,117
46.42637374509804,-63.301308294117646,27,"Barley",74,54,46,26,51,140,180,175,199,58,1,88,38
46.42637374509804,-63.301033784313724,16,"Barley",74,54,45,27,51,145,179,153,200,58,1,87,37
46.42637374509804,-63.286759274509805,29,"Barley",79,61,56,42,68,172,216,180,235,60,1,125,57
46.42637374509804,-63.28648476470588,13,"Barley",78,57,57,33,75,202,235,237,237,68,1,146,66
46.42664825490196,-63.301308294117646,28,"Barley",76,55,52,30,62,166,203,217,221,53,1,108,47
46.42664825490196,-63.301033784313724,18,"Barley",76,55,48,29,59,151,177,170,198,53,1,99,44
46.42664825490196,-63.286759274509805,32,"Barley",77,58,51,35,67,161,191,173,228,57,1,121,59
46.42664825490196,-63.28648476470588,19,"Barley",80,65,63,54,80,157,196,191,223,61,1,164,84
46.42719727450981,-63.291974960784316,28,"Barley",81,70,69,83,100,127,148,152,173,50,1,166,104
46.42719727450981,-63.29170045098039,22,"Barley",81,69,67,82,97,123,148,149,173,50,1,165,103
46.42747178431373,-63.31448476470588,32,"Soybean",78,56,52,30,64,174,206,186,235,62,1,113,49
46.42747178431373,-63.314210254901965,27,"Soybean",78,59,60,39,79,174,209,211,234,62,1,142,67
46.42747178431373,-63.31119064705882,32,"Barley",79,62,65,44,90,195,234,234,236,68,1,174,82
46.42747178431373,-63.291974960784316,23,"Barley",81,69,67,81,96,121,145,146,173,50,1,162,100
46.42747178431373,-63.29170045098039,15,"Barley",81,69,66,82,95,125,144,145,172,50,1,160,100
46.42747178431373,-63.28621025490196,34,"Potato",80,63,64,46,80,171,203,203,230,57,1,156,78
46.42774629411765,-63.31448476470588,22,"Soybean",76,54,53,28,64,214,237,237,239,70,1,112,46
46.42774629411765,-63.314210254901965,11,"Soybean",76,55,50,30,63,174,213,203,235,70,1,113,50
46.42774629411765,-63.311465156862745,20,"Barley",82,62,65,48,94,198,235,235,237,69,1,182,91
46.42774629411765,-63.31119064705882,10,"Barley",82,65,67,54,96,193,228,226,237,69,1,190,98
46.42774629411765,-63.28648476470588,34,"Potato",80,63,64,44,78,171,204,202,225,57,1,152,74
46.42774629411765,-63.28621025490196,5,"Potato",80,59,55,37,72,172,213,192,231,57,1,144,67
46.42774629411765,-63.28593574509804,27,"Potato",80,64,63,47,80,168,196,197,222,57,1,162,82
46.42802080392157,-63.31119064705882,32,"Barley",82,59,63,44,90,179,215,234,235,69,1,160,85
46.42802080392157,-63.28621025490196,28,"Potato",80,59,56,39,71,168,199,197,228,57,1,143,68
46.42884433333334,-63.28648476470588,33,"Wheat - Spring",77,58,55,35,59,161,200,198,230,64,1,117,54
46.42884433333334,-63.28621025490196,24,"Wheat - Spring",77,55,53,29,66,193,235,236,237,64,1,120,52
46.42911884313726,-63.30021025490196,35,"Barley",76,58,53,38,62,140,165,167,184,54,1,120,59
46.42911884313726,-63.28648476470588,24,"Wheat - Spring",76,57,51,34,62,177,217,195,235,65,1,111,47
46.42911884313726,-63.28621025490196,10,"Wheat - Spring",76,57,54,34,61,183,226,225,236,65,1,113,50
46.429393352941176,-63.30021025490196,10,"Barley",76,54,47,30,53,130,161,161,185,53,1,101,46
46.429393352941176,-63.29993574509804,22,"Barley",76,54,46,30,56,133,161,159,186,53,1,110,51
46.4296678627451,-63.30021025490196,29,"Barley",76,54,49,29,57,153,193,201,206,53,1,108,51
46.4296678627451,-63.29993574509804,35,"Barley",76,60,51,40,56,127,152,125,175,53,1,109,55
46.431040411764705,-63.28621025490196,22,"Potato",74,53,47,25,52,178,232,235,236,63,1,95,37
46.431040411764705,-63.28593574509804,28,"Potato",74,53,44,26,44,137,189,177,207,63,1,73,29
46.43131492156863,-63.28621025490196,15,"Potato",76,53,47,26,54,171,222,227,236,63,1,108,46
46.43131492156863,-63.28593574509804,24,"Potato",76,55,46,28,59,185,227,198,236,63,1,106,46
46.43241296078432,-63.29664162745098,29,"Potato",77,56,53,27,61,237,243,242,245,84,1,150,63
46.43241296078432,-63.29636711764706,5,"Potato",77,55,52,27,62,237,244,243,245,84,1,148,63
46.43241296078432,-63.296092607843136,33,"Potato",77,55,52,27,63,236,242,243,244,84,1,142,60
46.432687470588235,-63.29636711764706,26,"Potato",77,56,55,31,71,235,239,240,242,84,1,139,62
46.43433452941177,-63.32024947058824,14,"Barley",75,55,37,24,20,21,19,17,16,6,1,9,8
46.43433452941177,-63.319974960784315,23,"Barley",75,55,37,23,22,21,20,16,17,6,1,9,8
46.43460903921569,-63.32024947058824,23,"Barley",75,55,38,24,21,20,19,17,17,6,1,9,7
46.43460903921569,-63.319974960784315,29,"Barley",75,54,38,25,20,20,19,17,17,6,1,9,7
46.43515805882353,-63.29719064705883,14,"Barley",75,56,37,23,20,19,18,17,16,6,0,8,7
46.43515805882353,-63.296916137254904,31,"Barley",75,53,35,22,21,20,18,14,16,6,0,9,7
46.43515805882353,-63.295269078431375,13,"Wheat - Winter",75,53,36,22,20,18,18,16,15,6,0,8,7
46.43515805882353,-63.29499456862745,22,"Wheat - Winter",75,54,37,23,20,19,18,14,15,5,0,8,7
46.435432568627455,-63.29719064705883,17,"Barley",75,56,37,24,20,20,18,16,16,6,0,8,7
46.435432568627455,-63.296916137254904,32,"Barley",75,55,38,24,21,20,19,17,17,6,0,9,7
46.435432568627455,-63.295269078431375,25,"Wheat - Winter",75,55,36,23,20,19,18,16,15,6,0,8,7
46.435432568627455,-63.29499456862745,31,"Wheat - Winter",75,54,37,24,20,20,18,16,16,5,0,8,7
46.43653060784314,-63.2853867254902,32,"Barley",74,54,36,23,20,18,16,15,15,5,0,7,5
46.43680511764706,-63.2853867254902,6,"Barley",74,53,35,22,20,18,17,15,15,5,0,7,6
46.43680511764706,-63.285112215686276,25,"Barley",74,54,36,23,20,18,18,16,14,5,0,8,6
46.437079627450984,-63.2853867254902,30,"Barley",74,55,37,23,20,19,18,17,15,5,0,8,7
46.43735413725491,-63.29389652941177,24,"Barley",75,52,35,22,19,18,17,14,15,6,0,7,6
46.43762864705883,-63.29417103921569,29,"Barley",75,54,38,25,21,20,19,17,16,6,0,9,6
46.43762864705883,-63.29389652941177,7,"Barley",75,55,36,23,21,19,18,16,15,6,0,8,6
46.43762864705883,-63.293622019607845,34,"Barley",75,56,37,23,20,20,18,17,16,6,0,8,7
46.43845217647059,-63.29636711764706,35,"Barley",75,55,37,24,20,18,19,16,17,6,1,9,7
46.438726686274514,-63.29664162745098,20,"Barley",75,55,37,24,21,19,18,16,16,6,0,9,8
46.438726686274514,-63.29636711764706,11,"Barley",75,56,39,24,22,20,19,18,17,6,1,10,8
46.439001196078436,-63.29664162745098,34,"Barley",75,56,37,24,21,21,20,16,18,6,1,10,8
46.439001196078436,-63.29636711764706,30,"Barley",75,56,39,26,22,21,20,18,16,6,1,10,8
46.4398247254902,-63.31640633333333,30,"Soybean",74,55,38,24,20,21,19,17,16,6,1,8,6
46.4398247254902,-63.31613182352941,12,"Soybean",74,54,37,23,19,20,18,16,16,5,0,8,6
46.44009923529412,-63.31640633333333,33,"Soybean",74,54,37,22,19,18,17,15,15,6,1,8,5
46.44009923529412,-63.31613182352941,19,"Soybean",74,55,39,24,20,18,18,17,16,5,0,8,7
46.44449139215686,-63.3172298627451,21,"Soybean",75,55,42,25,23,19,20,15,15,5,1,7,5
46.44449139215686,-63.31695535294118,34,"Soybean",75,55,43,26,23,20,19,17,15,6,1,7,5
46.444765901960785,-63.3172298627451,10,"Soybean",75,57,44,27,24,19,19,16,16,5,1,7,5
46.444765901960785,-63.31695535294118,29,"Soybean",75,57,43,27,24,20,20,17,17,6,1,8,6
46.44778550980392,-63.31777888235294,23,"Soybean",73,52,47,26,49,134,160,197,182,42,1,74,31
46.44778550980392,-63.317504372549024,24,"Soybean",72,50,38,24,35,74,88,91,103,47,1,54,20
46.448060019607844,-63.31777888235294,19,"Soybean",71,55,43,32,50,127,152,123,173,21,1,70,32
46.448060019607844,-63.317504372549024,21,"Soybean",72,50,39,25,42,123,157,117,174,37,1,63,26
46.45300119607843,-63.31970045098039,33,"Wheat - Winter",71,52,40,29,43,76,85,75,87,23,1,55,21
46.45300119607843,-63.31942594117647,28,"Wheat - Winter",71,54,46,35,50,93,104,100,111,23,1,73,28
46.453275705882355,-63.31970045098039,21,"Wheat - Winter",71,52,42,29,39,75,84,88,89,23,1,48,18
46.453275705882355,-63.31942594117647,11,"Wheat - Winter",71,54,46,33,46,89,99,108,108,23,1,63,25
46.46562864705883,-63.318327901960785,33,"Corn",75,56,48,36,55,125,158,147,185,48,1,95,45
46.46562864705883,-63.31805339215686,18,"Corn",75,55,45,31,54,140,171,165,195,48,1,95,47
46.46590315686275,-63.318327901960785,31,"Corn",75,55,47,32,52,128,159,142,177,48,1,88,40
46.46590315686275,-63.31805339215686,13,"Corn",75,58,52,35,50,125,156,170,162,48,1,85,43
46.47331492156863,-63.3249161372549,15,"Barley",79,62,64,45,90,185,224,231,237,78,1,170,79
46.47331492156863,-63.32464162745098,22,"Barley",79,62,65,44,90,183,223,229,237,80,1,171,79
46.47358943137255,-63.3249161372549,22,"Barley",78,62,65,45,89,180,218,227,237,76,1,175,82
46.47358943137255,-63.32464162745098,28,"Barley",79,63,64,45,89,176,218,231,237,73,1,179,84
46.473863941176475,-63.32875927450981,25,"Barley",81,61,57,50,96,163,205,198,234,67,1,179,88
46.473863941176475,-63.328484764705884,24,"Barley",80,73,77,83,104,171,204,209,235,73,1,205,108
46.4741384509804,-63.32875927450981,20,"Barley",81,58,55,39,77,156,196,186,220,64,1,154,74
46.4741384509804,-63.328484764705884,18,"Barley",81,74,75,84,102,162,194,206,230,65,1,192,103
46.47523649019608,-63.32985731372549,20,"Potato",77,59,61,37,78,198,235,237,237,63,1,149,71
46.47523649019608,-63.32958280392157,22,"Potato",77,63,62,47,82,169,199,215,226,63,1,155,80
46.475511000000004,-63.32985731372549,22,"Potato",77,58,56,37,71,174,212,206,235,63,1,129,63
46.475511000000004,-63.32958280392157,23,"Potato",77,63,62,52,81,153,181,177,211,63,1,147,79
46.47660903921569,-63.329308294117645,31,"Soybean",76,54,46,28,62,178,213,178,235,68,1,110,47
46.47688354901961,-63.32958280392157,32,"Soybean",74,53,46,30,55,157,209,176,228,76,1,101,41
46.47688354901961,-63.329308294117645,1,"Soybean",74,55,49,30,59,185,230,199,236,76,1,107,46
46.47688354901961,-63.32903378431373,29,"Soybean",74,57,62,31,69,230,239,240,241,76,1,121,50
46.477158058823534,-63.329308294117645,31,"Soybean",74,54,49,30,52,185,236,236,238,76,1,109,45
46.47770707843137,-63.332053392156865,28,"Wheat - Winter",72,52,49,26,58,236,241,242,243,69,1,141,61
46.47770707843137,-63.33177888235294,8,"Wheat - Winter",72,52,49,26,58,236,242,242,243,69,1,142,61
46.47770707843137,-63.33150437254902,35,"Wheat - Winter",72,53,51,29,60,232,240,239,241,76,1,136,58
46.477981588235295,-63.33177888235294,23,"Wheat - Winter",72,53,46,30,50,136,176,149,210,63,1,94,40
46.47853060784314,-63.334523980392156,33,"Soybean",83,74,74,95,111,141,164,166,199,58,1,200,122
46.47880511764706,-63.33479849019608,33,"Soybean",83,59,54,48,93,153,183,186,211,58,1,171,98
46.47880511764706,-63.334523980392156,3,"Soybean",83,75,77,101,111,146,170,179,207,58,1,196,124
46.47880511764706,-63.33424947058823,28,"Soybean",83,74,74,95,109,140,165,168,198,58,1,200,119
46.479079627450986,-63.334523980392156,29,"Soybean",84,70,71,89,107,144,170,178,206,59,1,190,112
46.47990315686275,-63.335073,22,"Barley",95,90,100,148,163,186,206,199,225,62,1,239,235
46.48017766666667,-63.335073,28,"Barley",94,90,99,148,160,184,206,199,224,64,1,239,235
46.134295313725495,-63.25326907843137,26,"Wheat - Winter",77,57,41,25,22,20,19,18,17,6,1,9,7
46.134295313725495,-63.25299456862745,30,"Wheat - Winter",77,56,41,25,21,20,19,16,17,6,1,9,7
46.13456982352941,-63.25326907843137,13,"Wheat - Winter",77,56,40,24,22,20,20,16,16,6,1,9,7
46.13456982352941,-63.25299456862745,20,"Wheat - Winter",77,58,41,25,22,21,20,20,17,6,1,9,7
46.13649139215686,-63.26177888235294,9,"Potato",77,58,42,26,23,21,21,18,18,6,1,10,8
46.13649139215686,-63.26150437254902,28,"Potato",77,57,40,25,23,21,20,18,18,6,1,10,8
46.136765901960786,-63.26177888235294,22,"Potato",77,58,40,26,23,22,20,19,18,6,1,10,8
46.136765901960786,-63.26150437254902,35,"Potato",77,57,41,27,23,21,20,18,18,6,1,10,8
46.13731492156863,-63.25958280392157,34,"Barley",77,56,39,24,22,21,20,16,17,6,1,10,7
46.137589431372554,-63.25985731372549,34,"Barley",77,58,40,26,21,21,20,18,17,6,1,10,7
46.137589431372554,-63.25958280392157,4,"Barley",77,57,41,26,22,21,20,18,16,6,1,10,7
46.137589431372554,-63.259308294117645,27,"Barley",77,58,41,26,22,21,20,19,17,6,1,10,8
46.13786394117647,-63.25958280392157,28,"Barley",77,56,39,25,22,21,20,18,17,6,1,10,7
46.13923649019608,-63.232131823529414,15,"Timothy",78,59,42,29,24,24,23,19,21,7,1,12,10
46.13923649019608,-63.23185731372549,18,"Timothy",78,57,42,27,26,23,23,19,20,7,1,13,10
46.139511,-63.232131823529414,28,"Timothy",79,58,43,27,24,23,22,19,21,7,1,13,11
46.139511,-63.23185731372549,30,"Timothy",79,58,42,28,25,24,23,18,21,7,1,13,11
46.141981588235296,-63.23515143137255,17,"Potato",79,58,42,28,25,24,23,19,20,7,1,13,11
46.141981588235296,-63.23487692156863,23,"Potato",79,58,42,28,25,24,24,20,21,7,1,13,11
46.141981588235296,-63.232955352941175,30,"Potato",79,59,43,29,25,24,23,22,21,7,1,14,12
46.141981588235296,-63.23268084313725,34,"Potato",79,59,43,28,25,24,23,20,21,7,1,14,11
46.14225609803922,-63.23515143137255,21,"Potato",79,60,43,29,25,24,23,20,21,7,1,13,11
46.14225609803922,-63.23487692156863,26,"Potato",79,58,43,28,25,24,24,19,21,7,1,13,11
46.14225609803922,-63.232955352941175,12,"Potato",79,59,44,30,26,25,24,20,21,7,1,13,11
46.14225609803922,-63.23268084313725,19,"Potato",79,58,42,28,25,23,23,19,21,7,1,13,11
46.14307962745098,-63.2332298627451,29,"Timothy",78,59,42,29,25,24,23,20,21,7,1,13,11
46.14307962745098,-63.232955352941175,34,"Timothy",79,57,42,27,24,24,23,19,21,7,1,13,11
46.1433541372549,-63.2332298627451,11,"Timothy",79,58,42,28,24,22,23,19,20,7,1,12,10
46.1433541372549,-63.232955352941175,21,"Timothy",79,59,42,29,25,24,23,20,21,7,1,13,11
46.14911884313726,-63.23185731372549,21,"Potato",79,58,43,28,25,25,24,20,22,7,1,14,11
46.14911884313726,-63.23158280392157,11,"Potato",79,58,42,28,25,23,23,19,21,7,1,13,11
46.149393352941175,-63.23185731372549,33,"Potato",79,58,43,29,25,24,23,20,21,7,1,13,11
46.149393352941175,-63.23158280392157,28,"Potato",79,57,41,26,24,23,23,17,20,7,1,13,10
46.150491392156866,-63.231308294117646,28,"Soybean",79,57,41,26,25,23,22,19,21,7,1,13,11
46.15076590196079,-63.231308294117646,6,"Soybean",79,58,41,28,25,24,23,19,21,7,1,13,11
46.15076590196079,-63.23103378431372,25,"Soybean",79,58,42,28,25,24,22,20,20,7,1,13,11
46.151040411764704,-63.231308294117646,34,"Soybean",79,59,42,28,25,24,23,19,21,7,1,13,10
46.15406001960785,-63.22993574509804,29,"Barley",81,84,81,84,97,133,149,155,150,35,1,122,91
46.15406001960785,-63.22966123529412,10,"Barley",85,99,93,109,106,119,126,109,124,49,1,132,114
46.15406001960785,-63.229386725490194,35,"Barley",85,90,85,100,89,145,166,101,179,49,1,122,84
46.15433452941177,-63.22966123529412,21,"Barley",85,94,92,100,94,149,184,132,192,49,1,128,90
46.15707962745098,-63.234053392156866,13,"Barley",76,49,42,26,37,82,96,87,102,30,1,37,16
46.15707962745098,-63.233778882352944,31,"Barley",76,49,38,23,32,71,80,69,82,30,1,28,12
46.157354137254906,-63.234053392156866,18,"Barley",76,50,40,24,36,80,91,79,96,32,1,35,15
46.157354137254906,-63.233778882352944,33,"Barley",76,50,39,23,33,70,83,72,83,32,1,29,13
46.16888354901961,-63.22664162745098,23,"Soybean",76,55,54,28,60,239,246,245,248,89,1,160,67
46.16888354901961,-63.22636711764706,25,"Soybean",75,55,53,27,61,239,247,245,248,91,1,161,67
46.169158058823534,-63.22664162745098,18,"Soybean",76,55,54,27,61,238,246,245,247,89,1,158,67
46.169158058823534,-63.22636711764706,21,"Soybean",75,56,54,27,62,239,245,245,248,91,1,160,68
46.16970707843137,-63.22828868627451,27,"Soybean",74,54,46,28,48,208,240,238,241,74,1,109,43
46.169981588235295,-63.22856319607843,33,"Soybean",74,54,45,25,41,189,239,238,240,74,1,100,38
46.169981588235295,-63.22828868627451,4,"Soybean",74,55,48,28,47,200,240,238,241,74,1,104,39
46.169981588235295,-63.22801417647059,29,"Soybean",76,56,56,29,62,235,241,240,242,85,1,117,47
46.17025609803922,-63.22828868627451,35,"Soybean",74,54,48,27,42,192,239,238,241,75,1,101,38
46.1713541372549,-63.237347509803925,24,"Soybean",77,60,64,37,77,237,241,240,242,79,1,129,56
46.171628647058824,-63.23762201960784,34,"Soybean",77,58,55,39,73,217,237,230,238,76,1,127,59
46.171628647058824,-63.237347509803925,7,"Soybean",77,60,64,40,78,237,241,239,242,79,1,130,58
46.171628647058824,-63.237073,28,"Soybean",77,60,62,38,78,236,241,239,242,79,1,128,56
46.199079627450985,-63.229386725490194,27,"Corn",79,65,65,60,83,149,172,169,199,58,1,135,73
46.199079627450985,-63.22911221568628,7,"Corn",79,62,60,53,84,145,170,172,195,58,1,139,74
46.199079627450985,-63.228837705882356,35,"Corn",79,63,61,57,86,162,187,173,205,58,1,146,79
46.1993541372549,-63.22911221568628,25,"Corn",79,63,62,54,87,149,174,173,199,58,1,136,73
46.199903156862746,-63.226092607843135,15,"Potato",77,54,45,29,44,116,147,132,161,50,1,69,33
46.199903156862746,-63.22581809803922,25,"Potato",77,53,44,27,41,114,145,145,159,50,1,51,21
46.20017766666667,-63.226092607843135,20,"Potato",78,56,50,32,52,121,146,146,162,46,1,79,40
46.20017766666667,-63.22581809803922,28,"Potato",78,53,44,26,40,112,142,143,155,46,1,51,20
46.20209923529412,-63.22801417647059,31,"Corn",78,60,64,35,76,220,237,237,238,69,1,137,59
46.20209923529412,-63.227739666666665,35,"Corn",78,60,62,34,77,213,236,236,238,69,1,135,59
46.20237374509804,-63.22801417647059,11,"Corn",76,60,63,36,78,211,236,236,238,65,1,137,60
46.20237374509804,-63.227739666666665,19,"Corn",76,61,65,38,74,189,224,236,235,65,1,126,58
46.202648254901966,-63.22801417647059,34,"Corn",77,61,61,44,73,165,196,210,221,65,1,123,57
46.20347178431373,-63.22472005882353,30,"Soybean",75,65,55,40,57,183,230,194,237,79,1,116,56
46.20374629411765,-63.22499456862745,32,"Soybean",75,52,45,25,57,210,237,236,240,71,1,116,46
46.20374629411765,-63.22472005882353,1,"Soybean",75,53,49,27,63,233,240,238,240,79,1,130,58
46.20374629411765,-63.224445549019606,29,"Soybean",75,57,57,34,67,235,240,239,241,79,1,142,65
46.20402080392157,-63.22472005882353,31,"Soybean",75,56,56,32,68,235,240,240,241,80,1,139,63
46.211707078431374,-63.21977888235294,14,"Barley",76,56,55,32,66,176,206,207,232,62,1,111,50
46.211707078431374,-63.21950437254902,28,"Barley",76,55,55,31,63,165,201,219,219,62,1,106,46
46.2119815882353,-63.21977888235294,18,"Barley",78,57,58,33,73,203,236,233,237,74,1,107,45
46.2119815882353,-63.21950437254902,30,"Barley",78,55,53,31,70,190,234,228,237,74,1,103,45
46.22021688235294,-63.26342594117647,30,"Potato",73,54,54,30,70,200,235,235,237,78,1,116,48
46.220491392156866,-63.26342594117647,6,"Potato",73,54,55,29,69,196,235,236,237,78,1,110,46
46.220491392156866,-63.26315143137255,25,"Potato",73,53,54,28,66,207,236,235,239,78,1,111,44
46.22076590196079,-63.26342594117647,32,"Potato",73,54,51,28,67,204,236,235,238,70,1,116,45
46.22707962745098,-63.2573867254902,19,"Potato",79,60,68,32,86,243,251,249,252,109,1,141,51
46.22707962745098,-63.25711221568628,34,"Potato",79,61,68,33,86,243,251,249,253,109,1,140,53
46.227354137254906,-63.257661235294115,35,"Potato",78,61,68,33,81,241,248,249,249,97,1,122,47
46.227354137254906,-63.2573867254902,12,"Potato",78,58,61,30,69,237,243,242,245,95,1,106,40
46.227354137254906,-63.25711221568628,31,"Potato",78,59,63,30,77,240,246,244,247,95,1,118,43
46.227903156862745,-63.23597496078431,11,"Soybean",96,56,49,35,50,102,126,120,140,44,1,62,36
46.227903156862745,-63.235700450980396,22,"Soybean",96,55,47,32,50,121,145,120,155,44,1,64,30
46.227903156862745,-63.229386725490194,23,"Timothy",77,70,53,34,45,87,102,101,105,21,1,51,28
46.227903156862745,-63.22911221568628,14,"Timothy",91,61,47,33,42,84,98,90,100,33,1,49,27
46.22817766666667,-63.23597496078431,27,"Soybean",125,56,52,55,90,161,199,105,221,66,1,121,119
46.22817766666667,-63.235700450980396,33,"Soybean",125,52,43,30,61,124,154,107,177,66,1,84,79
46.22817766666667,-63.23350437254902,13,"Barley",83,51,40,23,38,95,113,90,125,42,1,47,21
46.22817766666667,-63.2332298627451,19,"Barley",83,51,40,24,36,84,102,83,102,42,1,39,17
46.22817766666667,-63.229386725490194,29,"Timothy",90,61,47,33,41,78,89,87,91,30,1,45,25
46.22817766666667,-63.22911221568628,22,"Timothy",117,58,46,34,44,83,94,82,94,52,1,50,27
46.22845217647059,-63.23350437254902,28,"Barley",83,53,46,29,49,126,150,116,156,42,1,69,35
46.22845217647059,-63.2332298627451,32,"Barley",83,53,42,25,40,95,117,97,124,42,1,47,26
46.22845217647059,-63.22664162745098,11,"Barley",192,178,171,163,156,203,232,236,236,101,1,190,157
46.22845217647059,-63.22636711764706,21,"Barley",192,146,145,140,168,219,235,221,236,101,1,197,166
46.22872668627451,-63.22664162745098,29,"Barley",235,149,159,181,221,238,241,235,243,137,2,237,234
46.22872668627451,-63.22636711764706,34,"Barley",235,190,192,210,235,239,241,237,243,137,2,237,235
46.23037374509804,-63.258759274509806,27,"Potato",71,49,37,19,27,75,91,84,90,17,1,19,7
46.230648254901965,-63.25903378431373,34,"Potato",71,49,38,19,27,76,92,82,91,17,1,19,6
46.230648254901965,-63.258759274509806,5,"Potato",71,49,36,19,27,75,91,81,89,17,1,19,7
46.230648254901965,-63.258484764705884,27,"Potato",71,49,37,19,27,75,90,81,88,17,1,19,7
46.23092276470589,-63.258759274509806,34,"Potato",71,49,36,19,27,74,90,80,88,18,1,19,7
46.23284433333333,-63.25985731372549,28,"Potato",72,51,38,23,27,49,55,48,58,13,1,19,9
46.23284433333333,-63.25958280392157,12,"Potato",71,54,40,28,29,52,58,47,57,15,1,20,11
46.233118843137255,-63.25985731372549,32,"Potato",71,48,34,18,23,48,57,53,61,14,1,16,7
46.233118843137255,-63.25958280392157,20,"Potato",71,48,34,20,25,52,61,50,63,16,1,18,8
46.24931492156863,-63.19919064705883,14,"Barley",85,68,69,51,88,205,236,236,238,72,1,171,81
46.24931492156863,-63.198916137254905,21,"Barley",85,68,69,52,90,203,235,235,238,72,1,171,82
46.24958943137255,-63.19919064705883,25,"Barley",85,67,70,50,91,215,237,237,239,72,1,164,77
46.24958943137255,-63.198916137254905,29,"Barley",85,70,71,53,87,203,236,236,238,72,1,160,80
46.263040411764706,-63.198916137254905,23,"Corn",82,59,60,35,76,215,237,238,240,71,1,139,61
46.263040411764706,-63.19864162745098,14,"Corn",82,59,60,35,73,215,237,238,239,71,1,131,58
46.26331492156863,-63.198916137254905,30,"Corn",83,62,59,42,80,181,220,206,236,61,1,136,62
46.26331492156863,-63.19864162745098,23,"Corn",83,65,64,48,83,188,229,234,237,61,1,145,66
46.265511000000004,-63.2052298627451,25,"Corn",121,109,114,108,137,226,237,236,238,76,1,186,110
46.265785509803926,-63.20550437254902,33,"Corn",121,110,106,95,118,206,235,235,236,76,1,161,88
46.265785509803926,-63.2052298627451,6,"Corn",121,123,121,110,131,221,236,236,238,76,1,179,102
46.265785509803926,-63.20495535294118,30,"Corn",121,122,119,111,134,230,237,236,238,76,1,189,113
46.265785509803926,-63.203033784313725,27,"Corn",122,63,75,69,110,227,237,236,239,82,1,170,106
46.26606001960784,-63.203033784313725,8,"Corn",133,106,117,126,160,236,239,236,241,90,1,219,154
46.26606001960784,-63.2027592745098,24,"Corn",133,77,96,106,140,235,238,235,240,90,1,204,141
46.26962864705882,-63.21072005882353,32,"Timothy",81,62,69,33,83,243,251,249,253,103,1,146,56
46.26962864705882,-63.21044554901961,14,"Timothy",81,62,69,33,82,243,251,250,251,103,1,147,58
46.269903156862746,-63.21072005882353,33,"Timothy",80,63,69,34,83,242,248,249,250,85,1,144,59
46.269903156862746,-63.21044554901961,16,"Timothy",80,63,71,35,84,242,249,249,249,85,1,148,60
46.27456982352941,-63.213465156862746,26,"Soybean",77,55,54,28,67,235,240,240,242,70,1,123,50
46.274844333333334,-63.21373966666667,27,"Soybean",77,57,64,32,74,226,238,239,240,72,1,116,46
46.274844333333334,-63.213465156862746,7,"Soybean",77,58,64,32,67,224,238,240,241,72,1,122,50
46.279236490196084,-63.21977888235294,12,"Timothy",80,62,65,42,88,220,237,237,239,77,1,165,77
46.279236490196084,-63.21950437254902,25,"Timothy",79,64,67,49,89,219,237,236,239,77,1,166,79
46.279511,-63.21977888235294,22,"Timothy",80,62,65,43,87,220,237,237,239,77,1,164,75
46.279511,-63.21950437254902,31,"Timothy",79,62,65,43,89,221,237,237,240,77,1,164,74
46.28253060784314,-63.22252398039216,21,"Potato",86,73,73,72,95,143,163,161,180,47,1,197,119
46.28253060784314,-63.22224947058824,26,"Potato",86,74,73,74,97,142,162,159,179,47,1,198,120
46.28280511764706,-63.22252398039216,18,"Potato",86,73,72,74,95,138,156,152,175,47,1,201,123
46.28280511764706,-63.22224947058824,23,"Potato",86,74,72,73,95,138,157,155,175,47,1,200,122
46.28637374509804,-63.22170045098039,35,"Barley",76,58,55,41,75,161,190,177,212,59,1,129,60
46.28637374509804,-63.22142594117647,29,"Barley",76,58,61,41,72,175,206,204,230,59,1,116,53
46.28664825490196,-63.22170045098039,22,"Barley",76,57,56,42,75,159,186,178,216,59,1,126,57
