Latitude,Longitude,Distance,CropType,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B10,B11,B12
43.233618862745104,-81.0802012941177,16,"Wheat - Winter",85,63,55,34,57,235,242,242,244,70,1,131,54
43.233618862745104,-81.07992678431378,30,"Wheat - Winter",83,64,57,35,64,207,237,238,239,74,1,114,50
43.233893372549026,-81.0802012941177,16,"Wheat - Winter",82,63,54,34,57,236,244,243,246,82,1,133,52
43.233893372549026,-81.07992678431378,29,"Wheat - Winter",82,64,59,38,63,210,238,236,239,79,1,117,51
43.24157964705883,-81.09529933333339,27,"Soybean",81,61,52,32,45,180,239,238,240,66,1,92,33
43.24157964705883,-81.09502482352947,25,"Soybean",82,62,52,32,45,181,239,238,241,65,1,91,33
43.24157964705883,-81.08459345098045,13,"Wheat - Winter",81,62,53,33,46,177,239,238,240,64,1,89,33
43.24157964705883,-81.08431894117652,19,"Wheat - Winter",81,62,51,32,45,171,237,238,239,64,1,89,33
43.24185415686275,-81.09529933333339,19,"Soybean",81,61,52,32,44,180,239,238,240,65,1,91,33
43.24185415686275,-81.09502482352947,16,"Soybean",85,61,52,32,45,180,239,238,240,63,1,92,33
43.24185415686275,-81.08459345098045,28,"Wheat - Winter",81,61,52,32,45,175,238,237,240,62,1,89,33
43.24185415686275,-81.08431894117652,31,"Wheat - Winter",81,62,52,32,47,171,237,237,239,62,1,91,34
43.2437757254902,-81.09722090196084,33,"Wheat - Winter",81,62,53,32,46,180,238,237,239,64,1,93,34
43.2437757254902,-81.09694639215691,7,"Wheat - Winter",81,62,52,32,47,180,238,237,239,64,1,93,34
43.2437757254902,-81.096671882353,29,"Wheat - Winter",81,62,53,33,46,179,238,237,239,64,1,93,34
43.244050235294125,-81.09694639215691,24,"Wheat - Winter",82,62,53,33,47,181,238,237,240,59,1,94,35
43.244050235294125,-81.08239737254907,29,"Wheat - Winter",90,80,80,91,104,134,154,149,173,44,1,199,134
43.244050235294125,-81.08212286274515,35,"Wheat - Winter",90,83,81,96,104,135,154,160,173,44,1,202,138
43.24432474509804,-81.08239737254907,10,"Wheat - Winter",90,80,78,89,102,133,152,149,168,44,1,196,129
43.24432474509804,-81.08212286274515,22,"Wheat - Winter",90,78,73,83,102,130,151,146,166,44,1,195,129
43.24459925490196,-81.08239737254907,35,"Wheat - Winter",99,81,83,99,111,141,163,161,183,47,1,209,140
43.35165807843138,-81.0329856078432,18,"Soybean",96,87,86,104,117,149,171,168,190,49,2,232,161
43.35165807843138,-81.03271109803927,20,"Soybean",96,87,88,103,114,147,170,168,189,49,2,230,158
43.3519325882353,-81.0329856078432,24,"Soybean",96,90,89,110,120,150,174,175,194,48,2,233,158
43.3519325882353,-81.03271109803927,26,"Soybean",96,87,87,105,114,147,169,169,188,48,2,228,153
43.35220709803922,-81.03682874509809,11,"Corn",94,74,71,57,97,167,197,202,224,52,2,188,108
43.35220709803922,-81.03655423529418,26,"Corn",94,85,84,101,116,151,174,171,192,52,2,217,144
43.352481607843146,-81.03682874509809,22,"Corn",94,86,85,103,112,145,169,166,188,49,2,223,144
43.352481607843146,-81.03655423529418,32,"Corn",94,84,82,97,112,144,167,160,185,49,2,223,149
43.353030627450984,-81.03902482352947,21,"Corn",87,70,65,46,64,213,239,215,240,73,2,137,62
43.35330513725491,-81.03929933333339,34,"Corn",87,82,78,69,75,186,235,160,237,73,2,133,70
43.35330513725491,-81.03902482352947,10,"Corn",87,63,58,35,62,236,243,241,245,73,2,145,60
43.35330513725491,-81.03875031372554,30,"Corn",87,63,57,35,61,237,246,245,248,73,2,154,62
43.35440317647059,-81.04286796078438,32,"Corn",82,62,56,32,60,237,244,244,247,89,2,158,64
43.35440317647059,-81.04259345098045,23,"Corn",82,62,55,32,59,237,244,243,247,89,2,158,63
43.35467768627451,-81.04286796078438,25,"Corn",82,62,56,33,59,237,244,243,247,91,1,156,63
43.35467768627451,-81.04259345098045,11,"Corn",82,62,55,32,59,237,244,243,247,91,1,157,62
43.35632474509804,-81.04396600000005,31,"Wheat - Winter",87,63,57,34,52,207,239,238,241,67,1,101,38
43.356599254901965,-81.04753462745104,15,"Corn",81,62,53,32,48,190,239,237,240,67,1,95,35
43.356599254901965,-81.04726011764711,22,"Corn",81,62,56,33,52,210,240,239,241,69,1,98,37
43.356599254901965,-81.04424050980398,28,"Wheat - Winter",91,178,176,177,132,200,236,237,236,59,1,142,92
43.356599254901965,-81.04396600000005,2,"Wheat - Winter",91,56,52,29,62,198,237,238,239,59,1,114,51
43.356599254901965,-81.04369149019614,33,"Wheat - Winter",85,63,58,33,52,203,239,238,240,65,1,104,39
43.35687376470589,-81.04753462745104,23,"Corn",81,61,52,33,45,176,238,237,239,67,1,90,34
43.35687376470589,-81.04726011764711,29,"Corn",81,62,55,33,49,190,239,238,240,69,1,94,35
43.35687376470589,-81.04396600000005,30,"Wheat - Winter",91,72,67,53,65,177,228,213,235,59,1,111,52
43.36236396078432,-81.05576992156868,30,"Wheat - Winter",82,60,47,28,33,75,94,96,92,29,1,26,11
43.36263847058824,-81.0560444313726,23,"Wheat - Winter",79,58,43,26,30,69,89,76,85,16,1,18,8
43.36263847058824,-81.05576992156868,7,"Wheat - Winter",79,57,42,26,28,67,91,81,86,16,1,18,8
43.36291298039216,-81.05576992156868,32,"Wheat - Winter",79,57,42,25,28,66,91,79,87,16,1,17,8
43.36373650980393,-81.06290717647065,25,"Corn",81,63,60,35,62,201,237,236,238,66,1,100,39
43.36373650980393,-81.06263266666672,15,"Corn",81,63,62,35,62,199,237,236,238,66,1,100,39
43.36401101960785,-81.06290717647065,28,"Corn",81,64,64,37,65,199,236,235,237,66,1,101,40
43.36401101960785,-81.06263266666672,21,"Corn",81,64,62,36,60,197,237,236,238,66,1,100,39
43.36565807843138,-81.06400521568634,14,"Corn",80,63,59,35,55,191,237,236,239,64,1,98,38
43.36565807843138,-81.0637307058824,19,"Corn",82,62,56,33,53,186,237,236,238,65,1,97,38
43.3659325882353,-81.06400521568634,27,"Corn",80,62,56,34,51,177,236,236,238,64,1,94,37
43.3659325882353,-81.0637307058824,30,"Corn",82,62,56,34,51,181,237,236,238,65,1,97,38
43.36620709803922,-81.068671882353,7,"Wheat - Winter",81,62,54,33,49,181,238,237,239,68,1,93,35
43.36620709803922,-81.06839737254907,26,"Wheat - Winter",81,62,53,34,49,180,238,237,239,68,1,94,35
43.36620709803922,-81.06565227450986,18,"Corn",83,77,73,59,74,168,218,194,235,67,1,115,63
43.36620709803922,-81.06537776470594,16,"Corn",85,83,80,69,78,168,209,187,234,64,1,123,70
43.36648160784314,-81.068671882353,26,"Wheat - Winter",81,62,53,33,49,182,238,237,239,68,1,93,36
43.36648160784314,-81.06565227450986,29,"Corn",83,61,54,32,52,176,236,236,237,67,1,101,44
43.36648160784314,-81.06537776470594,28,"Corn",85,66,60,42,63,172,235,229,236,64,1,110,55
43.36812866666667,-81.07306403921574,34,"Corn",84,64,60,39,65,179,228,220,235,63,1,118,57
43.36812866666667,-81.07278952941182,34,"Corn",82,64,59,38,61,189,235,214,236,64,1,115,53
43.36840317647059,-81.07306403921574,16,"Corn",82,64,59,38,61,203,236,218,237,73,1,119,53
43.36840317647059,-81.07278952941182,15,"Corn",82,63,56,33,60,198,236,235,237,70,1,117,52
43.368677686274516,-81.07306403921574,34,"Corn",82,62,56,32,61,225,239,239,240,73,1,127,53
43.368677686274516,-81.07278952941182,34,"Corn",82,64,57,36,61,197,236,226,238,70,1,119,52
43.368677686274516,-81.07169149019613,28,"Soybean",82,63,56,33,60,232,240,239,241,68,1,130,54
43.368677686274516,-81.07141698039221,11,"Soybean",82,66,60,41,61,182,232,200,236,68,1,105,46
43.36895219607844,-81.07169149019613,33,"Soybean",81,62,55,32,59,216,238,238,240,72,1,123,50
43.36895219607844,-81.07141698039221,21,"Soybean",81,61,54,33,50,184,237,237,239,69,1,96,37
43.37005023529412,-81.07361305882358,30,"Corn",82,62,55,32,60,235,241,240,242,78,1,138,56
43.37005023529412,-81.07333854901967,34,"Corn",82,62,57,33,61,235,241,240,243,78,1,141,56
43.37005023529412,-81.07169149019613,31,"Soybean",81,62,54,33,49,181,238,237,239,67,1,93,35
43.370324745098046,-81.07361305882358,11,"Corn",82,63,57,33,60,235,240,240,242,78,1,139,55
43.370324745098046,-81.07333854901967,19,"Corn",82,62,57,33,61,235,242,241,243,78,1,142,57
43.370324745098046,-81.07196600000006,22,"Soybean",81,62,54,33,49,181,238,237,239,67,1,93,35
43.370324745098046,-81.07169149019613,8,"Soybean",81,62,54,34,49,181,238,237,239,67,1,93,35
43.37059925490197,-81.07361305882358,35,"Corn",81,62,56,33,61,235,241,240,243,73,1,140,57
43.37059925490197,-81.07169149019613,32,"Soybean",81,62,54,33,49,179,238,237,239,68,1,92,35
43.37142278431373,-81.07086796078437,17,"Soybean",81,62,55,34,49,181,238,237,239,69,1,91,35
43.37142278431373,-81.07059345098045,17,"Soybean",81,62,54,33,50,181,238,237,239,68,1,92,35
43.37169729411765,-81.07086796078437,27,"Soybean",81,63,54,34,50,182,238,237,239,68,1,91,35
43.37169729411765,-81.07059345098045,27,"Soybean",81,62,54,34,50,181,238,237,239,69,1,92,35
43.374442392156865,-81.06757384313731,30,"Soybean",82,60,53,31,58,180,230,228,236,59,1,94,39
43.37471690196079,-81.06784835294123,21,"Soybean",86,71,70,57,85,157,183,187,204,54,1,130,81
43.37471690196079,-81.06757384313731,10,"Soybean",82,62,55,39,65,158,188,161,211,59,1,107,51
43.37499141176471,-81.06757384313731,34,"Soybean",85,65,63,46,79,152,188,175,199,54,1,122,71
43.37663847058824,-81.06894639215692,33,"Corn",81,63,54,33,50,186,238,237,239,71,1,96,37
43.37663847058824,-81.068671882353,27,"Corn",81,62,55,34,50,185,238,237,239,71,1,96,37
43.37691298039216,-81.06894639215692,22,"Corn",81,61,55,33,50,183,238,237,239,71,1,95,37
43.37691298039216,-81.068671882353,11,"Corn",81,62,54,33,50,183,238,237,239,71,1,95,37
43.378834549019615,-81.06427972549025,29,"Corn",81,63,60,32,72,237,242,241,244,84,1,131,53
43.378834549019615,-81.06400521568634,12,"Corn",81,63,60,33,70,236,242,242,244,84,1,128,52
43.37910905882354,-81.06427972549025,34,"Corn",81,63,61,32,72,237,242,241,244,84,1,128,52
43.37910905882354,-81.06400521568634,20,"Corn",81,63,59,33,71,237,243,242,244,84,1,132,53
43.38185415686275,-81.06427972549025,14,"Corn",96,104,104,109,114,156,176,165,194,64,1,178,135
43.38185415686275,-81.06400521568634,18,"Corn",96,96,97,105,120,160,186,179,190,64,1,193,148
43.382128666666674,-81.06427972549025,29,"Corn",103,82,74,73,89,125,155,162,204,55,1,185,148
43.382128666666674,-81.06400521568634,31,"Corn",103,90,80,85,115,148,184,170,211,55,1,212,177
43.38432474509804,-81.06180913725495,34,"Corn",88,71,69,55,87,161,191,186,213,59,1,159,85
43.384599254901964,-81.06208364705888,28,"Corn",88,73,71,59,90,160,187,185,208,59,1,165,91
43.384599254901964,-81.06180913725495,4,"Corn",88,70,70,57,89,160,190,181,212,59,1,159,84
43.384599254901964,-81.06153462745104,34,"Corn",87,71,70,57,91,162,191,187,210,58,1,161,85
43.38487376470589,-81.06180913725495,28,"Corn",85,71,71,57,82,153,185,180,202,51,1,140,80
43.38542278431373,-81.05906403921574,31,"Corn",87,72,71,58,89,159,188,183,211,56,1,156,82
43.38542278431373,-81.05878952941183,29,"Corn",87,72,71,57,90,163,193,185,215,56,1,157,82
43.385697294117655,-81.05906403921574,18,"Corn",87,71,71,59,90,164,193,191,215,56,1,158,82
43.385697294117655,-81.05878952941183,14,"Corn",87,72,71,58,93,166,197,193,221,56,1,160,83
43.38706984313726,-81.05961305882359,30,"Corn",81,61,51,31,58,149,189,182,207,53,1,94,41
43.38706984313726,-81.05933854901966,27,"Corn",84,65,61,44,70,149,180,171,205,53,1,115,57
43.387344352941184,-81.05961305882359,19,"Corn",82,61,53,33,55,148,184,180,209,54,1,88,35
43.387344352941184,-81.05933854901966,14,"Corn",81,62,52,34,55,139,176,163,193,55,1,88,37
43.38871690196079,-81.0560444313726,32,"Wheat - Winter",86,71,65,60,79,124,143,136,151,44,1,154,95
43.38871690196079,-81.05576992156868,21,"Wheat - Winter",86,70,65,61,80,125,143,135,160,48,1,152,92
43.388991411764714,-81.0560444313726,26,"Wheat - Winter",84,66,65,47,71,180,225,196,235,60,1,129,65
43.388991411764714,-81.05576992156868,12,"Wheat - Winter",83,67,62,42,71,180,220,214,235,67,1,124,62
43.390912980392166,-81.0560444313726,29,"Corn",83,63,58,36,71,204,236,235,238,60,1,110,49
43.39118749019608,-81.05631894117653,35,"Corn",87,60,51,33,51,145,174,149,202,55,1,88,39
43.39118749019608,-81.0560444313726,4,"Corn",87,63,62,37,78,194,235,238,237,55,1,127,61
43.39118749019608,-81.05576992156868,26,"Corn",88,62,55,34,72,174,209,195,235,64,1,122,65
43.391462000000004,-81.0560444313726,32,"Corn",87,98,88,85,94,166,199,168,214,55,1,135,86
43.39228552941177,-81.05137776470593,34,"Wheat - Winter",89,76,74,67,94,140,163,166,178,52,1,167,108
43.392560039215695,-81.05165227450986,21,"Wheat - Winter",89,78,72,77,86,128,155,122,164,52,1,154,113
43.392560039215695,-81.05137776470593,10,"Wheat - Winter",89,69,67,54,80,195,229,192,236,52,1,144,80
43.39283454901961,-81.05137776470593,30,"Wheat - Winter",89,74,72,54,91,187,235,216,235,57,1,158,94
43.39365807843138,-81.05357384313731,34,"Corn",84,60,52,32,62,182,235,233,237,56,1,106,48
43.3939325882353,-81.05384835294123,26,"Corn",86,64,54,39,61,160,208,199,226,60,1,99,50
43.3939325882353,-81.05357384313731,6,"Corn",86,64,59,37,55,172,207,232,229,60,1,99,40
43.394207098039224,-81.05357384313731,28,"Corn",86,61,54,33,63,184,220,210,236,60,1,119,50
43.39722670588236,-81.04863266666672,22,"Corn",91,112,107,104,86,144,179,178,199,58,1,126,86
43.39722670588236,-81.0483581568628,18,"Corn",91,61,55,31,69,155,187,195,209,58,1,118,64
43.39750121568628,-81.04863266666672,26,"Corn",91,60,53,31,61,155,201,173,214,58,1,109,59
43.39750121568628,-81.0483581568628,22,"Corn",91,75,68,62,79,157,203,181,234,58,1,153,115
43.40957964705883,-81.068671882353,13,"Corn",81,62,56,32,62,235,241,240,243,86,1,127,49
43.40957964705883,-81.06839737254907,18,"Corn",81,61,55,33,62,224,239,237,240,83,1,119,47
43.40985415686275,-81.068671882353,31,"Corn",81,62,57,32,63,236,242,241,244,86,1,133,52
43.40985415686275,-81.06839737254907,33,"Corn",81,61,56,31,62,235,241,239,242,83,1,126,49
43.410403176470595,-81.07086796078437,29,"Corn",81,62,58,33,65,235,241,239,243,86,1,130,52
43.41067768627452,-81.07086796078437,7,"Corn",81,62,57,31,64,235,242,240,243,84,1,129,50
43.41067768627452,-81.07059345098045,24,"Corn",81,62,57,32,64,236,241,240,243,86,1,130,50
43.41095219607844,-81.07086796078437,33,"Corn",81,61,56,32,63,235,241,240,243,84,1,128,50
43.412050235294124,-81.07443658823534,14,"Wheat - Winter",82,63,62,34,77,236,241,241,244,88,1,137,55
43.412050235294124,-81.07416207843143,19,"Wheat - Winter",82,62,62,34,76,236,241,241,244,86,1,135,54
43.41232474509805,-81.07443658823534,27,"Wheat - Winter",81,62,61,33,75,236,241,240,243,86,1,131,52
43.41232474509805,-81.07416207843143,31,"Wheat - Winter",82,62,62,33,77,236,241,240,243,86,1,131,53
43.41644239215687,-81.08102482352946,18,"Wheat - Winter",81,62,54,33,50,179,237,236,238,68,1,93,36
43.41644239215687,-81.08075031372555,30,"Wheat - Winter",81,62,55,33,50,179,236,235,237,68,1,94,36
43.41671690196079,-81.08102482352946,15,"Wheat - Winter",81,62,54,34,49,177,237,236,238,69,1,92,36
43.41671690196079,-81.08075031372555,29,"Wheat - Winter",81,62,54,33,49,177,237,236,238,69,1,92,36
43.42220709803922,-81.09310325490202,32,"Corn",83,65,62,42,75,196,235,233,236,68,1,139,62
43.42220709803922,-81.09282874509809,32,"Corn",84,67,63,44,76,194,234,225,236,67,1,139,64
43.422481607843146,-81.09310325490202,15,"Corn",83,66,63,42,75,200,235,233,237,68,1,138,62
43.422481607843146,-81.09282874509809,16,"Corn",84,65,62,40,75,199,235,233,237,67,1,138,62
43.423030627450984,-81.09502482352947,15,"Wheat - Winter",82,64,62,37,73,206,236,235,237,71,1,131,57
43.423030627450984,-81.09475031372554,16,"Wheat - Winter",82,64,62,38,73,206,236,235,238,71,1,133,57
43.42330513725491,-81.09502482352947,31,"Wheat - Winter",83,65,62,39,73,202,235,235,237,71,1,131,58
43.42330513725491,-81.09475031372554,31,"Wheat - Winter",83,64,61,39,73,205,236,235,237,71,1,132,59
43.42357964705883,-81.09996600000005,11,"Soybean",86,67,64,43,61,171,235,211,236,58,1,108,52
43.42385415686275,-81.09996600000005,23,"Soybean",83,61,52,32,51,168,236,235,237,64,1,94,37
43.42522670588236,-81.09996600000005,21,"Soybean",80,61,53,33,47,167,236,235,237,66,1,86,33
43.42522670588236,-81.09969149019614,27,"Soybean",80,61,53,32,47,167,236,235,237,66,1,86,33
43.42550121568628,-81.09996600000005,16,"Soybean",81,62,53,32,47,167,236,235,237,65,1,86,33
43.42550121568628,-81.09969149019614,24,"Soybean",81,61,53,33,48,167,236,235,237,65,1,85,33
43.58169729411765,-81.0994169803922,33,"Wheat - Winter",82,62,53,33,51,166,213,216,229,56,1,92,37
43.581971803921576,-81.09969149019614,18,"Wheat - Winter",82,63,53,34,53,164,214,201,233,56,1,92,39
43.581971803921576,-81.0994169803922,13,"Wheat - Winter",82,63,52,32,51,163,216,210,230,56,1,93,38
43.5822463137255,-81.0994169803922,33,"Wheat - Winter",82,62,50,31,49,155,205,189,216,55,1,88,34
43.58746200000001,-81.09584835294123,26,"Soybean",84,63,59,33,70,236,241,240,243,74,1,126,51
43.58746200000001,-81.0955738431373,15,"Soybean",86,68,63,42,80,198,229,235,236,61,1,139,67
43.587736509803925,-81.09584835294123,29,"Soybean",84,64,60,34,70,236,241,241,243,74,1,129,52
43.587736509803925,-81.0955738431373,19,"Soybean",86,68,68,47,85,192,223,213,235,61,1,142,70
43.59020709803922,-81.09447580392163,18,"Canola / Rapeseed",85,69,63,47,77,145,176,181,210,55,1,139,70
43.59020709803922,-81.0942012941177,27,"Canola / Rapeseed",85,68,63,46,75,143,172,172,202,55,1,127,63
43.590481607843145,-81.09447580392163,17,"Canola / Rapeseed",85,69,63,47,75,143,172,176,206,55,1,130,65
43.590481607843145,-81.0942012941177,26,"Canola / Rapeseed",85,68,62,46,76,143,173,173,202,55,1,123,61
43.59075611764707,-81.09310325490202,9,"Canola / Rapeseed",85,66,68,38,84,213,236,235,237,63,1,130,59
43.59075611764707,-81.09282874509809,27,"Canola / Rapeseed",85,67,66,38,87,206,235,231,236,63,1,138,66
43.591030627450984,-81.09310325490202,23,"Canola / Rapeseed",85,67,67,39,84,214,236,235,237,63,1,134,60
43.591030627450984,-81.09282874509809,34,"Canola / Rapeseed",85,71,72,51,81,204,236,224,236,63,1,132,68
43.59157964705883,-81.07718168627456,27,"Soybean",82,63,56,33,63,213,237,236,239,68,1,113,47
43.59157964705883,-81.07690717647064,20,"Soybean",82,65,59,40,66,196,235,234,237,65,1,113,50
43.59185415686275,-81.07718168627456,24,"Soybean",85,62,57,34,62,213,237,237,239,60,1,116,49
43.59185415686275,-81.07690717647064,16,"Soybean",83,65,60,40,67,196,235,227,237,64,1,111,49
43.59542278431373,-81.07361305882358,19,"Corn",84,63,52,39,46,75,84,72,83,23,1,42,25
43.59542278431373,-81.07333854901967,12,"Corn",84,63,51,36,42,69,78,72,74,23,1,34,18
43.595697294117656,-81.07361305882358,33,"Corn",82,63,49,36,42,68,75,66,73,17,1,30,17
43.595697294117656,-81.07333854901967,29,"Corn",82,62,49,34,40,67,73,65,71,17,1,28,14
43.597344352941185,-81.07224050980398,22,"Corn",79,58,44,25,34,85,100,87,93,19,1,21,9
43.597344352941185,-81.07196600000006,30,"Corn",79,58,43,26,34,82,97,85,92,19,1,21,8
43.59761886274511,-81.07553462745103,26,"Corn",83,64,50,35,41,67,75,67,72,20,1,30,17
43.59761886274511,-81.07526011764712,12,"Corn",83,62,49,35,41,67,74,62,73,23,1,31,19
43.59761886274511,-81.07224050980398,13,"Corn",79,57,43,26,34,81,94,86,90,19,1,20,8
43.59761886274511,-81.07196600000006,25,"Corn",79,58,44,25,33,76,87,77,81,19,1,20,8
43.597893372549024,-81.07553462745103,31,"Corn",82,62,49,34,39,64,69,61,66,16,1,27,15
43.597893372549024,-81.07526011764712,21,"Corn",82,61,48,34,39,64,71,62,67,17,1,26,15
43.59954043137255,-81.07086796078437,26,"Corn",77,56,43,24,32,82,97,84,91,19,1,18,7
43.59954043137255,-81.07059345098045,31,"Corn",77,56,43,24,33,82,97,84,91,19,1,18,8
43.599814941176476,-81.07086796078437,13,"Corn",77,57,42,25,32,82,98,85,92,19,1,18,7
43.599814941176476,-81.07059345098045,21,"Corn",77,56,43,24,31,83,99,84,93,19,1,18,8
43.6000894509804,-81.07333854901967,34,"Corn",78,58,44,25,32,76,90,80,85,18,1,17,7
43.6000894509804,-81.07306403921574,6,"Corn",78,58,43,25,31,73,86,73,81,17,1,16,6
43.6000894509804,-81.07278952941182,28,"Corn",78,57,42,25,31,77,91,81,84,17,1,15,6
43.60036396078432,-81.07306403921574,26,"Corn",78,57,43,25,31,74,86,78,81,17,1,15,6
43.60365807843138,-81.068671882353,13,"Soybean",77,56,43,25,31,79,102,89,97,20,1,17,7
43.60365807843138,-81.06839737254907,22,"Soybean",77,56,42,25,31,80,104,89,97,20,1,17,6
43.6039325882353,-81.068671882353,24,"Soybean",77,56,43,25,31,80,103,90,98,21,1,17,6
43.6039325882353,-81.06839737254907,30,"Soybean",77,56,43,25,31,82,105,90,100,21,1,17,6
43.604756117647064,-81.06647580392162,35,"Soybean",77,56,44,26,37,105,143,123,142,30,1,38,14
43.60503062745099,-81.06675031372555,19,"Soybean",77,57,44,26,34,95,128,99,130,30,1,32,13
43.60503062745099,-81.06647580392162,12,"Soybean",77,57,46,28,38,107,146,113,151,30,1,42,18
43.60530513725491,-81.06675031372555,34,"Soybean",76,56,44,26,33,95,132,102,133,31,1,29,11
43.60530513725491,-81.06647580392162,30,"Soybean",76,56,44,26,35,101,139,118,142,31,1,33,12
43.60640317647059,-81.068671882353,26,"Corn",77,65,44,26,33,75,98,100,95,20,1,19,8
43.606677686274516,-81.06894639215692,25,"Corn",77,57,45,27,35,79,101,96,95,20,1,22,7
43.606677686274516,-81.068671882353,8,"Corn",77,63,50,29,36,80,101,112,97,20,1,23,6
43.6102463137255,-81.06647580392162,17,"Corn",78,64,53,36,41,89,106,81,105,23,1,28,14
43.6102463137255,-81.0662012941177,32,"Corn",77,55,44,25,38,104,127,107,127,50,1,30,13
43.61052082352942,-81.06647580392162,14,"Corn",78,56,45,26,39,98,115,97,116,23,1,27,11
43.61052082352942,-81.0662012941177,31,"Corn",77,55,45,26,39,105,130,109,129,50,1,31,12
43.61216788235295,-81.06427972549025,24,"Corn",81,67,65,36,84,238,243,242,245,82,1,140,56
43.61216788235295,-81.06400521568634,25,"Corn",81,70,72,43,87,238,243,242,246,85,2,142,56
43.61244239215687,-81.06427972549025,19,"Corn",88,102,67,39,89,237,243,240,245,85,4,147,57
43.61244239215687,-81.06400521568634,20,"Corn",95,102,79,63,110,237,243,240,245,89,4,154,57
43.61463847058824,-81.05933854901966,33,"Soybean",104,143,112,81,112,237,242,240,243,85,4,152,67
43.61463847058824,-81.05906403921574,11,"Soybean",104,126,107,78,108,236,240,240,241,85,4,141,60
43.61463847058824,-81.05878952941183,32,"Soybean",96,108,101,70,101,235,239,240,240,79,2,128,55
43.61491298039216,-81.06208364705888,29,"Corn",124,192,151,116,146,237,241,242,243,98,7,186,108
43.61491298039216,-81.06180913725495,8,"Corn",122,198,164,132,156,237,241,242,243,100,5,190,114
43.61491298039216,-81.06153462745104,33,"Corn",122,206,176,133,144,238,242,243,244,100,5,187,117
43.61491298039216,-81.05906403921574,20,"Soybean",104,147,119,89,117,236,240,241,241,85,4,158,81
43.615187490196085,-81.06180913725495,23,"Corn",147,221,198,178,193,238,242,244,243,111,8,221,123
43.616834549019615,-81.04918168627457,26,"Wheat - Spring",93,75,77,75,95,163,183,169,189,50,1,174,108
43.616834549019615,-81.04890717647065,22,"Wheat - Spring",93,77,79,71,94,160,183,179,198,50,1,175,110
43.61710905882354,-81.04918168627457,22,"Wheat - Spring",93,76,74,70,93,155,185,162,199,50,1,180,113
43.61710905882354,-81.04890717647065,17,"Wheat - Spring",93,76,76,66,90,157,179,174,194,50,1,177,113
43.61738356862746,-81.05275031372555,24,"Wheat - Spring",92,83,83,78,104,160,183,185,196,53,1,196,132
43.61738356862746,-81.05247580392162,8,"Wheat - Spring",92,79,77,66,91,176,202,181,217,53,1,163,93
43.617658078431376,-81.05247580392162,27,"Wheat - Spring",92,77,78,62,93,189,219,197,235,53,1,157,87
43.61903062745099,-81.04863266666672,27,"Wheat - Spring",95,85,84,86,98,137,155,152,167,44,1,196,147
43.619305137254905,-81.04863266666672,8,"Wheat - Spring",95,83,80,81,94,135,155,144,165,44,1,189,138
43.619305137254905,-81.0483581568628,24,"Wheat - Spring",95,78,76,77,92,136,156,148,165,46,1,196,140
43.62012866666667,-81.05137776470593,22,"Wheat - Spring",93,75,77,58,90,162,189,195,202,48,1,159,94
43.62012866666667,-81.05110325490202,21,"Wheat - Spring",93,78,74,66,88,145,166,163,181,48,1,170,113
43.620403176470596,-81.05329933333338,31,"Wheat - Spring",100,88,79,59,95,201,235,215,236,66,1,152,86
43.620403176470596,-81.05137776470593,22,"Wheat - Spring",93,76,73,62,87,149,172,167,182,48,1,163,106
43.620403176470596,-81.05110325490202,21,"Wheat - Spring",93,79,76,68,88,136,156,158,170,48,1,169,117
43.62067768627452,-81.05357384313731,25,"Wheat - Spring",101,106,103,77,102,203,235,237,236,63,2,156,79
43.62067768627452,-81.05329933333338,5,"Wheat - Spring",101,112,103,65,100,207,236,237,237,63,2,153,82
43.62095219607844,-81.05329933333338,31,"Wheat - Spring",101,121,123,98,118,218,236,239,237,63,2,166,85
43.62122670588236,-81.05027972549026,18,"Wheat - Spring",96,87,83,80,98,140,160,171,172,45,1,195,143
43.62122670588236,-81.05000521568633,24,"Wheat - Spring",96,90,84,85,96,141,161,165,171,45,1,193,143
43.62150121568628,-81.05027972549026,20,"Wheat - Spring",96,85,85,83,99,145,165,160,173,45,1,191,137
43.62150121568628,-81.05000521568633,25,"Wheat - Spring",96,84,84,78,94,141,160,165,167,45,1,187,135
43.62342278431373,-81.05137776470593,20,"Wheat - Spring",98,83,82,77,102,153,176,168,196,50,1,192,132
43.623697294117655,-81.05165227450986,31,"Wheat - Spring",100,90,82,73,93,156,181,192,194,57,1,181,119
43.623697294117655,-81.05137776470593,11,"Wheat - Spring",98,89,81,77,107,160,182,188,193,50,1,194,136
43.623697294117655,-81.05110325490202,33,"Wheat - Spring",98,92,92,99,101,165,198,183,215,50,1,193,137
43.635775725490205,-81.04149541176476,28,"Corn",81,62,56,33,51,198,239,238,241,73,1,102,38
43.63605023529412,-81.04149541176476,7,"Corn",81,63,56,34,52,198,239,238,241,73,1,102,38
43.63605023529412,-81.04122090196084,25,"Corn",81,62,55,34,52,197,239,239,241,73,1,102,38
43.636324745098044,-81.04149541176476,34,"Corn",81,62,56,33,52,197,239,238,241,73,1,102,38
43.64016788235295,-81.0420444313726,23,"Corn",81,62,55,33,57,218,239,238,241,73,1,127,50
43.64044239215687,-81.04231894117653,33,"Corn",81,63,55,33,58,218,239,238,241,73,1,128,50
43.64044239215687,-81.0420444313726,8,"Corn",81,61,55,32,57,222,239,238,241,73,1,129,50
