Latitude,Longitude,CropType,B02,B08,B11
44.0379325882353,-81.07663266666673,20,"Wheat - Winter",84,96,108
44.0379325882353,-81.0763581568628,22,"Wheat - Winter",82,106,114
44.0379325882353,-81.03243658823536,26,"Wheat - Winter",84,82,89
44.03875611764707,-81.0942012941177,19,"Soybean",110,118,125
44.03875611764707,-81.09392678431378,15,"Soybean",124,130,145
44.03903062745099,-81.0942012941177,29,"Soybean",81,113,131
44.03903062745099,-81.09392678431378,27,"Soybean",112,134,138
44.03930513725491,-81.08761305882358,35,"Soybean",87,90,101
44.03930513725491,-81.08733854901966,14,"Soybean",59,74,82
44.03930513725491,-81.08706403921573,32,"Soybean",53,68,76
44.03957964705883,-81.08733854901966,17,"Soybean",75,81,87
44.03957964705883,-81.08706403921573,34,"Soybean",57,70,81
44.040128666666675,-81.09063266666672,17,"Wheat - Winter",112,127,145
44.040128666666675,-81.09035815686279,26,"Wheat - Winter",99,127,138
44.0404031764706,-81.09063266666672,18,"Wheat - Winter",112,105,110
44.0404031764706,-81.09035815686279,27,"Wheat - Winter",85,97,97
42.89185415686275,-81.02694639215692,18,"Corn",33,60,63
42.89185415686275,-81.026671882353,21,"Corn",32,60,63
42.89212866666667,-81.02694639215692,22,"Corn",32,60,63
42.89212866666667,-81.026671882353,25,"Corn",32,60,63
42.89350121568628,-81.01706403921574,32,"Soybean",66,71,74
42.89350121568628,-81.01678952941182,32,"Soybean",62,69,71
42.8937757254902,-81.01706403921574,15,"Soybean",57,68,69
42.8937757254902,-81.01678952941182,16,"Soybean",64,69,72
42.89569729411765,-81.01843658823536,26,"Wheat - Winter",97,89,89
42.89569729411765,-81.00059345098046,17,"Wheat - Winter",30,52,60
42.89569729411765,-81.00031894117653,34,"Wheat - Winter",31,52,61
42.89597180392157,-81.01871109803928,31,"Wheat - Winter",50,69,70
42.89597180392157,-81.01843658823536,5,"Wheat - Winter",123,104,101
42.89597180392157,-81.01816207843143,30,"Wheat - Winter",135,127,128
42.89597180392157,-81.00086796078438,35,"Wheat - Winter",31,53,60
42.89597180392157,-81.00059345098046,14,"Wheat - Winter",33,55,61
42.89597180392157,-81.00031894117653,32,"Wheat - Winter",39,59,64
42.896520823529414,-81.01212286274516,24,"Corn",34,54,61
42.896520823529414,-81.01184835294124,33,"Corn",33,55,62
42.89679533333334,-81.01212286274516,10,"Corn",34,55,61
42.89679533333334,-81.01184835294124,25,"Corn",34,54,61
42.89954043137255,-80.9934561960785,19,"Wheat - Winter",35,56,62
42.89954043137255,-80.99318168627457,33,"Wheat - Winter",32,54,60
42.89981494117647,-80.9934561960785,12,"Wheat - Winter",40,58,64
42.89981494117647,-80.99318168627457,30,"Wheat - Winter",37,56,62
42.90036396078432,-80.98686796078438,28,"Wheat - Winter",32,52,60
42.90036396078432,-80.98659345098045,25,"Wheat - Winter",32,52,60
42.90063847058824,-80.98686796078438,21,"Wheat - Winter",33,52,61
42.90063847058824,-80.98659345098045,15,"Wheat - Winter",33,53,61
42.90448160784314,-80.95996600000007,33,"Corn",31,54,60
42.90475611764706,-80.95996600000007,26,"Corn",72,80,82
43.01044239215687,-80.96463266666673,16,"Wheat - Winter",30,52,60
43.01044239215687,-80.96435815686282,24,"Wheat - Winter",31,52,60
43.01071690196079,-80.96463266666673,20,"Wheat - Winter",30,52,60
43.01071690196079,-80.96435815686282,27,"Wheat - Winter",30,51,59
43.01483454901961,-81.0025150196079,31,"Corn",28,48,60
43.01483454901961,-81.00224050980398,29,"Corn",62,76,83
43.01510905882353,-81.0025150196079,18,"Corn",33,50,61
43.01510905882353,-81.00224050980398,14,"Corn",55,69,78
43.01675611764706,-80.96765227450987,30,"Corn",31,50,58
43.01675611764706,-80.96737776470594,34,"Corn",32,50,60
43.017030627450985,-81.00471109803928,28,"Soybean",30,48,59
43.017030627450985,-81.00443658823535,28,"Soybean",33,57,62
43.017030627450985,-80.96765227450987,11,"Corn",31,53,59
43.017030627450985,-80.96737776470594,20,"Corn",29,49,58
43.01730513725491,-81.00471109803928,17,"Soybean",31,50,60
43.01730513725491,-81.00443658823535,17,"Soybean",32,55,61
43.01730513725491,-80.96765227450987,35,"Corn",31,52,60
43.01812866666667,-80.99263266666672,20,"Corn",36,62,64
43.01812866666667,-80.9923581568628,25,"Corn",34,56,63
43.01840317647059,-80.99263266666672,19,"Corn",37,64,65
43.01840317647059,-80.9923581568628,24,"Corn",34,58,64
43.01922670588236,-81.0049856078432,19,"Wheat - Winter",34,55,62
43.01922670588236,-81.00471109803928,34,"Wheat - Winter",34,55,63
43.01922670588236,-80.98878952941183,31,"Soybean",33,59,64
43.01922670588236,-80.9885150196079,29,"Soybean",33,58,63
43.019501215686276,-81.0049856078432,12,"Wheat - Winter",34,55,62
43.019501215686276,-81.00471109803928,30,"Wheat - Winter",34,55,63
43.019501215686276,-80.98878952941183,18,"Soybean",34,59,63
43.019501215686276,-80.9885150196079,14,"Soybean",33,59,63
43.021148274509805,-80.99016207843144,25,"Wheat - Winter",32,55,61
43.02142278431373,-80.99043658823535,26,"Wheat - Winter",33,55,61
43.02142278431373,-80.99016207843144,8,"Wheat - Winter",32,54,61
43.0236188627451,-81.01212286274516,20,"Corn",32,52,60
43.0236188627451,-81.01184835294124,27,"Corn",32,53,60
43.023893372549026,-81.01212286274516,16,"Corn",32,52,61
43.023893372549026,-81.01184835294124,24,"Corn",32,53,61
43.02416788235295,-80.9692993333334,32,"Corn",29,49,58
43.02416788235295,-80.96902482352948,25,"Corn",28,49,58
43.024442392156864,-80.9692993333334,23,"Corn",30,49,58
43.024442392156864,-80.96902482352948,12,"Corn",29,49,57
43.02471690196079,-80.97780913725497,35,"Wheat - Winter",32,53,59
43.02471690196079,-80.97753462745105,27,"Wheat - Winter",31,52,60
43.02499141176471,-80.97780913725497,24,"Wheat - Winter",30,52,60
43.02499141176471,-80.97753462745105,9,"Wheat - Winter",31,52,59
43.28440317647059,-80.96765227450987,15,"Corn",31,52,59
43.28440317647059,-80.96737776470594,16,"Corn",32,57,61
43.28467768627451,-80.96765227450987,30,"Corn",32,57,61
43.28467768627451,-80.96737776470594,30,"Corn",29,48,59
43.28906984313726,-80.97039737254909,19,"Soybean",32,63,63
43.28906984313726,-80.97012286274516,26,"Soybean",31,62,62
43.28934435294118,-80.97039737254909,18,"Soybean",32,64,63
43.28934435294118,-80.97012286274516,25,"Soybean",32,63,62
43.291814941176476,-80.97012286274516,24,"Soybean",53,66,68
43.291814941176476,-80.96984835294124,10,"Soybean",56,69,70
43.2920894509804,-80.97012286274516,33,"Soybean",51,68,69
43.2920894509804,-80.96984835294124,25,"Soybean",56,70,70
43.30087376470589,-80.9769856078432,22,"Corn",57,66,74
43.301148274509806,-80.97726011764712,35,"Corn",32,53,61
43.301148274509806,-80.9769856078432,9,"Corn",54,67,75
43.301148274509806,-80.97671109803927,29,"Corn",77,82,88
43.30828552941177,-80.97890717647066,14,"Soybean",30,49,60
43.30828552941177,-80.97863266666673,22,"Soybean",30,50,59
43.30856003921569,-80.97890717647066,24,"Soybean",31,50,59
43.30856003921569,-80.97863266666673,29,"Soybean",31,51,60
43.31514827450981,-80.98302482352948,15,"Corn",30,50,59
43.31514827450981,-80.98275031372556,19,"Corn",31,53,60
43.31542278431373,-80.98302482352948,26,"Corn",33,56,62
43.31542278431373,-80.98275031372556,29,"Corn",33,58,61
43.315697294117655,-80.98522090196084,34,"Corn",84,80,80
43.31597180392157,-80.98522090196084,10,"Corn",89,81,82
43.31597180392157,-80.98494639215693,21,"Corn",85,79,81
43.31624631372549,-80.98522090196084,30,"Corn",87,80,81
43.31624631372549,-80.98494639215693,35,"Corn",89,82,83
43.31706984313726,-80.98384835294124,18,"Soybean",31,59,61
43.31706984313726,-80.98357384313732,20,"Soybean",33,61,62
43.317344352941184,-80.98384835294124,24,"Soybean",37,61,63
43.317344352941184,-80.98357384313732,25,"Soybean",33,60,63
43.31954043137255,-80.98769149019614,27,"Corn",32,58,62
43.31954043137255,-80.98741698039223,12,"Corn",31,59,63
43.319814941176475,-80.98769149019614,32,"Corn",31,58,62
43.319814941176475,-80.98741698039223,21,"Corn",31,58,62
43.3200894509804,-80.9860444313726,33,"Soybean",32,58,62
43.3200894509804,-80.98576992156869,29,"Soybean",32,59,63
43.32036396078432,-80.9860444313726,20,"Soybean",32,60,63
43.32036396078432,-80.98576992156869,12,"Soybean",33,59,63
43.32530513725491,-80.98878952941183,18,"Soybean",98,89,87
43.32530513725491,-80.9885150196079,15,"Soybean",100,90,88
43.32557964705883,-80.98878952941183,30,"Soybean",97,88,87
43.32557964705883,-80.9885150196079,28,"Soybean",92,84,85
43.33463847058824,-80.99675031372556,9,"Soybean",33,58,61
43.33463847058824,-80.99647580392163,28,"Soybean",36,61,65
43.33491298039216,-80.99675031372556,23,"Soybean",59,71,74
43.33848160784314,-81.00361305882359,28,"Soybean",32,54,65
43.33848160784314,-81.00333854901967,8,"Soybean",28,49,63
43.33848160784314,-81.00306403921574,34,"Soybean",28,51,63
43.338756117647065,-81.00333854901967,23,"Soybean",29,50,63
43.33903062745099,-81.00773070588241,9,"Wheat - Winter",45,67,68
43.33903062745099,-81.0074561960785,28,"Wheat - Winter",40,65,67
43.339305137254904,-81.00773070588241,23,"Wheat - Winter",44,68,68
43.339305137254904,-81.0074561960785,35,"Wheat - Winter",90,93,96
43.340403176470595,-81.0112993333334,31,"Corn",30,50,61
43.340403176470595,-81.01102482352947,8,"Corn",31,52,62
43.340403176470595,-81.01075031372555,32,"Corn",32,54,62
43.34067768627452,-81.01102482352947,23,"Corn",32,53,62
43.34671690196079,-81.02227972549025,23,"Soybean",77,73,77
43.34699141176471,-81.02255423529418,33,"Soybean",55,63,69
43.34699141176471,-81.02227972549025,8,"Soybean",92,78,81
43.34699141176471,-81.02200521568633,30,"Soybean",91,79,81
43.34836396078432,-81.0252993333334,19,"Soybean",32,53,63
43.34836396078432,-81.02502482352948,18,"Soybean",32,53,61
43.34863847058824,-81.026671882353,25,"Corn",32,53,62
43.34863847058824,-81.02639737254908,24,"Corn",31,53,62
43.34863847058824,-81.0252993333334,26,"Soybean",32,54,63
43.34863847058824,-81.02502482352948,25,"Soybean",33,54,62
43.348912980392164,-81.026671882353,20,"Corn",32,53,62
43.348912980392164,-81.02639737254908,18,"Corn",31,53,61
43.66020709803922,-81.02694639215692,33,"Corn",61,68,71
43.66020709803922,-81.026671882353,19,"Corn",78,75,79
43.660481607843145,-81.02694639215692,29,"Corn",95,83,85
43.660481607843145,-81.026671882353,12,"Corn",95,84,86
43.661030627450984,-81.02227972549025,32,"Corn",34,63,65
43.66130513725491,-81.02255423529418,20,"Corn",34,62,64
43.66130513725491,-81.02227972549025,10,"Corn",34,63,64
43.66157964705883,-81.02227972549025,33,"Corn",37,65,65
43.662952196078436,-81.02475031372555,34,"Soybean",35,64,65
43.66322670588236,-81.02502482352948,21,"Soybean",35,64,65
43.66322670588236,-81.02475031372555,10,"Soybean",34,62,64
43.66350121568628,-81.02502482352948,35,"Soybean",35,63,64
43.66350121568628,-81.02475031372555,30,"Soybean",35,62,65
43.67722670588236,-81.01047580392162,29,"Corn",34,59,63
43.67722670588236,-81.0102012941177,23,"Corn",35,55,62
43.677501215686284,-81.01047580392162,23,"Corn",30,53,60
43.677501215686284,-81.0102012941177,14,"Corn",68,79,82
43.67859925490197,-81.012671882353,29,"Soybean",35,60,64
43.67887376470589,-81.012671882353,8,"Soybean",36,61,64
43.67887376470589,-81.01239737254907,23,"Soybean",34,60,63
43.679148274509814,-81.012671882353,34,"Soybean",42,67,66
43.6840894509804,-81.0049856078432,31,"Soybean",36,65,65
43.68436396078432,-81.00526011764713,25,"Soybean",34,66,64
43.68436396078432,-81.0049856078432,6,"Soybean",35,66,65
43.68463847058824,-81.0049856078432,32,"Soybean",34,66,64
43.689305137254905,-81.00086796078438,18,"Wheat - Winter",29,50,59
43.689305137254905,-81.00059345098046,29,"Wheat - Winter",34,57,62
43.68957964705883,-81.00086796078438,15,"Wheat - Winter",39,63,64
43.68957964705883,-81.00059345098046,27,"Wheat - Winter",37,63,64
43.69150121568628,-80.99867188235301,32,"Wheat - Winter",35,56,62
43.6917757254902,-80.99894639215692,24,"Wheat - Winter",34,55,62
43.6917757254902,-80.99867188235301,7,"Wheat - Winter",34,55,62
43.692050235294126,-80.99867188235301,30,"Wheat - Winter",35,56,62
43.71895219607844,-80.98027972549026,28,"Corn",33,59,62
43.71922670588236,-80.98027972549026,7,"Corn",35,60,64
43.71922670588236,-80.98000521568633,24,"Corn",34,59,62
43.71950121568628,-80.98027972549026,34,"Corn",34,60,63
43.885854156862756,-81.0280444313726,23,"Corn",39,62,66
43.88612866666667,-81.02831894117654,28,"Corn",37,62,67
43.88612866666667,-81.0280444313726,9,"Corn",38,62,67
43.88612866666667,-81.02776992156869,35,"Corn",38,62,67
43.889148274509814,-81.0203581568628,33,"Soybean",43,58,63
43.88942278431373,-81.02063266666673,24,"Soybean",34,57,70
43.88942278431373,-81.0203581568628,6,"Soybean",35,61,66
43.88942278431373,-81.00361305882359,35,"Soybean",41,59,74
43.88969729411765,-81.0203581568628,30,"Soybean",38,57,65
43.88969729411765,-81.00388756862752,28,"Soybean",55,78,69
43.88969729411765,-81.00361305882359,5,"Soybean",36,57,68
43.88969729411765,-81.00333854901967,34,"Soybean",36,57,66
43.889971803921576,-81.00361305882359,26,"Soybean",39,57,65
43.8902463137255,-80.99867188235301,26,"Soybean",38,68,67
43.89052082352942,-80.99894639215692,34,"Soybean",39,66,67
43.89052082352942,-80.99867188235301,5,"Soybean",55,74,70
43.89052082352942,-80.99839737254908,28,"Soybean",71,88,77
43.890795333333344,-81.01157384313731,25,"Wheat - Spring",31,50,62
43.890795333333344,-81.0112993333334,21,"Wheat - Spring",30,48,62
43.890795333333344,-80.99867188235301,35,"Soybean",54,71,68
43.89106984313726,-81.01157384313731,22,"Wheat - Spring",32,50,62
43.89106984313726,-81.0112993333334,19,"Wheat - Spring",33,52,63
43.89134435294118,-81.00663266666673,21,"Wheat - Winter",43,62,64
43.891618862745105,-81.00690717647065,30,"Wheat - Winter",63,64,72
43.891618862745105,-81.00663266666673,10,"Wheat - Winter",72,70,76
43.891618862745105,-81.0063581568628,34,"Wheat - Winter",76,70,75
43.891618862745105,-80.98878952941183,15,"Corn",33,55,65
43.891618862745105,-80.9885150196079,23,"Corn",32,50,62
43.89189337254903,-80.98878952941183,22,"Corn",33,56,63
43.89189337254903,-80.9885150196079,28,"Corn",34,53,68
43.89216788235295,-81.00416207843143,22,"Soybean",38,60,66
43.89216788235295,-81.00388756862752,27,"Soybean",36,58,67
43.89216788235295,-80.98357384313732,21,"Corn",48,73,79
43.89216788235295,-80.98329933333339,15,"Corn",46,73,75
43.89244239215687,-81.00416207843143,16,"Soybean",40,61,66
43.89244239215687,-81.00388756862752,23,"Soybean",39,59,68
43.89244239215687,-81.00196600000007,30,"Wheat - Spring",37,58,65
43.89244239215687,-81.00169149019614,21,"Wheat - Spring",37,58,65
43.89244239215687,-80.98357384313732,28,"Corn",54,68,74
43.89244239215687,-80.98329933333339,23,"Corn",48,64,70
43.89271690196079,-81.00196600000007,26,"Wheat - Spring",37,58,66
43.89271690196079,-81.00169149019614,14,"Wheat - Spring",37,57,65
43.89271690196079,-80.99949541176477,27,"Corn",37,57,66
43.89299141176471,-80.99976992156869,28,"Corn",37,58,66
43.89299141176471,-80.99949541176477,4,"Corn",36,58,66
43.89299141176471,-80.99922090196084,33,"Corn",39,62,69
43.893265921568634,-80.99949541176477,34,"Corn",37,56,66
43.893265921568634,-80.99647580392163,19,"Corn",39,62,66
43.893265921568634,-80.99620129411771,16,"Corn",39,60,68
43.89354043137256,-80.99647580392163,27,"Corn",36,52,62
43.89354043137256,-80.99620129411771,26,"Corn",34,53,62
43.89354043137256,-80.99126011764712,30,"Soybean",33,52,67
43.89354043137256,-80.9909856078432,32,"Soybean",42,68,80
43.89354043137256,-80.97835815686281,15,"Wheat - Winter",30,51,60
43.89354043137256,-80.97808364705888,29,"Wheat - Winter",31,51,61
43.89381494117648,-80.99126011764712,14,"Soybean",49,62,75
43.89381494117648,-80.9909856078432,17,"Soybean",71,64,75
43.89381494117648,-80.97835815686281,17,"Wheat - Winter",31,51,61
43.89381494117648,-80.97808364705888,31,"Wheat - Winter",32,51,61
43.8940894509804,-80.98631894117653,30,"Wheat - Winter",43,56,67
43.89436396078432,-80.98659345098045,23,"Wheat - Winter",46,70,72
43.89436396078432,-80.98631894117653,7,"Wheat - Winter",43,71,78
43.89436396078432,-80.96133854901967,28,"Corn",68,69,75
43.89463847058824,-80.98631894117653,33,"Wheat - Winter",55,71,71
43.89463847058824,-80.96133854901967,7,"Corn",69,70,74
43.89463847058824,-80.96106403921576,24,"Corn",68,70,74
43.894912980392164,-80.96133854901967,34,"Corn",65,69,74
43.89628552941177,-80.98384835294124,34,"Corn",41,60,67
43.89628552941177,-80.98357384313732,26,"Corn",41,59,68
43.89628552941177,-80.97341698039222,27,"Corn",31,52,61
43.89628552941177,-80.9731424705883,22,"Corn",49,61,67
43.89656003921569,-80.98384835294124,24,"Corn",40,59,65
43.89656003921569,-80.98357384313732,9,"Corn",39,59,67
43.89656003921569,-80.98027972549026,21,"Corn",32,50,61
43.89656003921569,-80.98000521568633,25,"Corn",32,52,62
43.89656003921569,-80.97341698039222,23,"Corn",32,53,61
43.89656003921569,-80.9731424705883,16,"Corn",48,63,67
43.896834549019616,-80.98027972549026,18,"Corn",31,53,63
43.896834549019616,-80.98000521568633,23,"Corn",30,51,61
43.896834549019616,-80.96792678431379,18,"Wheat - Winter",32,51,61
43.896834549019616,-80.96765227450987,33,"Wheat - Winter",31,51,61
43.89710905882354,-80.96792678431379,13,"Wheat - Winter",33,52,61
43.89710905882354,-80.96765227450987,31,"Wheat - Winter",30,51,61
43.89765807843138,-80.96435815686282,26,"Wheat - Winter",32,52,62
43.89765807843138,-80.96408364705889,30,"Wheat - Winter",33,53,61
43.8979325882353,-80.96435815686282,13,"Wheat - Winter",31,50,61
43.8979325882353,-80.96408364705889,20,"Wheat - Winter",32,53,61
43.8979325882353,-80.96161305882359,35,"Wheat - Winter",41,58,65
43.8979325882353,-80.96133854901967,24,"Wheat - Winter",73,72,76
43.89820709803922,-80.96161305882359,27,"Wheat - Winter",37,55,63
43.89820709803922,-80.96133854901967,9,"Wheat - Winter",72,72,77
44.03189337254903,-81.02969149019614,16,"Soybean",61,83,92
44.03189337254903,-81.02941698039221,16,"Soybean",71,96,105
44.03216788235295,-81.02969149019614,30,"Soybean",72,91,89
44.03216788235295,-81.02941698039221,30,"Soybean",72,95,107
44.036834549019616,-81.02145619607849,30,"Soybean",53,64,75
44.03710905882354,-81.02173070588242,23,"Soybean",77,78,77
44.03710905882354,-81.02145619607849,8,"Soybean",57,70,83
44.03738356862746,-81.02145619607849,33,"Soybean",52,70,74
44.03738356862746,-81.01651501960791,28,"Corn",95,90,89
44.03765807843138,-81.01678952941182,28,"Corn",93,84,88
44.03765807843138,-81.01651501960791,4,"Corn",97,88,89
44.03765807843138,-81.01624050980398,33,"Corn",97,88,89
44.0379325882353,-81.01651501960791,33,"Corn",104,92,92
44.038481607843146,-81.02557384313731,20,"Wheat - Winter",53,71,75
44.038481607843146,-81.0252993333334,34,"Wheat - Winter",50,71,78
44.03875611764707,-81.02557384313731,11,"Wheat - Winter",58,78,71
44.03875611764707,-81.0252993333334,30,"Wheat - Winter",59,67,68
44.03957964705883,-81.00416207843143,20,"Soybean",85,81,85
44.03957964705883,-81.00388756862752,28,"Soybean",41,62,69
44.03985415686275,-81.00416207843143,16,"Soybean",87,81,85
44.03985415686275,-81.00388756862752,25,"Soybean",59,69,73
44.040128666666675,-81.01459345098046,34,"Corn",98,92,94
44.040128666666675,-81.01431894117653,9,"Corn",96,90,93
44.040128666666675,-81.01404443137261,29,"Corn",93,87,91
44.0404031764706,-81.01431894117653,23,"Corn",98,89,91
44.04095219607844,-81.00773070588241,34,"Corn",43,64,70
44.04095219607844,-81.0074561960785,26,"Corn",48,70,72
44.04122670588236,-81.00773070588241,24,"Corn",42,64,70
44.04122670588236,-81.0074561960785,9,"Corn",55,66,69
44.04122670588236,-81.00196600000007,30,"Wheat - Spring",37,62,65
44.04150121568628,-81.00224050980398,25,"Wheat - Spring",35,61,66
44.04150121568628,-81.00196600000007,6,"Wheat - Spring",34,63,67
44.041775725490204,-81.00196600000007,32,"Wheat - Spring",34,58,64
44.04259925490197,-81.00471109803928,26,"Corn",41,57,66
44.04259925490197,-81.00443658823535,29,"Corn",35,58,65
44.04287376470589,-81.00471109803928,15,"Corn",33,53,63
44.04287376470589,-81.00443658823535,19,"Corn",34,54,63
44.0442463137255,-81.00278952941183,21,"Wheat - Spring",36,60,65
44.0442463137255,-81.0025150196079,30,"Wheat - Spring",36,55,64
44.04452082352942,-81.00278952941183,13,"Wheat - Spring",34,55,64
44.04452082352942,-81.0025150196079,26,"Wheat - Spring",36,56,65
44.05357964705883,-81.00306403921574,17,"Wheat - Winter",43,68,69
44.05357964705883,-81.00278952941183,20,"Wheat - Winter",44,69,69
44.053854156862755,-81.00306403921574,25,"Wheat - Winter",45,69,70
44.053854156862755,-81.00278952941183,27,"Wheat - Winter",60,75,77
44.05742278431374,-81.00937776470595,27,"Corn",32,53,63
44.05742278431374,-81.00910325490202,20,"Corn",37,61,65
44.05742278431374,-81.00526011764713,24,"Soybean",34,57,64
44.05742278431374,-81.0049856078432,29,"Soybean",34,56,63
44.05769729411765,-81.00937776470595,24,"Corn",33,54,63
44.05769729411765,-81.00910325490202,17,"Corn",34,56,64
44.05769729411765,-81.00526011764713,14,"Soybean",33,56,63
44.05769729411765,-81.0049856078432,22,"Soybean",34,57,63
44.05934435294118,-80.9923581568628,14,"Corn",33,54,65
44.05934435294118,-80.99208364705889,20,"Corn",32,54,63
44.059618862745104,-81.0102012941177,33,"Corn",32,53,61
44.059618862745104,-81.00992678431379,17,"Corn",32,53,63
44.059618862745104,-80.9923581568628,26,"Corn",35,56,64
44.059618862745104,-80.99208364705889,29,"Corn",34,54,63
44.05989337254903,-81.0102012941177,32,"Corn",34,53,62
44.05989337254903,-81.00992678431379,14,"Corn",31,51,61
44.0620894509804,-80.9745150196079,35,"Corn",66,75,78
44.0620894509804,-80.97424050980399,11,"Corn",60,74,75
44.0620894509804,-80.97396600000006,31,"Corn",75,81,81
44.062363960784324,-80.97424050980399,19,"Corn",61,73,75
44.062363960784324,-80.97396600000006,34,"Corn",67,77,78
44.06263847058824,-80.99263266666672,21,"Corn",37,61,66
44.06291298039216,-80.99290717647065,33,"Corn",36,60,65
44.06291298039216,-80.99263266666672,9,"Corn",38,60,67
44.06291298039216,-80.9923581568628,31,"Corn",38,63,66
44.06373650980393,-80.97863266666673,31,"Soybean",31,52,63
44.06373650980393,-80.97588756862751,31,"Soybean",34,55,62
44.064011019607854,-80.97890717647066,33,"Soybean",31,54,62
44.064011019607854,-80.97863266666673,2,"Soybean",31,54,61
44.064011019607854,-80.97835815686281,28,"Soybean",33,57,63
44.064011019607854,-80.97588756862751,9,"Soybean",37,58,63
44.064011019607854,-80.9756130588236,21,"Soybean",32,49,60
44.06428552941178,-80.97863266666673,30,"Soybean",30,56,60
44.06428552941178,-80.97588756862751,33,"Soybean",34,57,62
44.06620709803922,-80.96024050980398,32,"Corn",43,67,67
44.06620709803922,-80.95996600000007,10,"Corn",61,77,76
44.066481607843144,-80.95996600000007,20,"Corn",58,75,75
42.81169729411765,-80.94678952941183,30,"Soybean",32,53,62
42.81169729411765,-80.92016207843145,28,"Wheat - Winter",34,61,63
42.81169729411765,-80.89298560784322,18,"Soybean",36,56,63
42.81169729411765,-80.89271109803929,33,"Soybean",47,64,67
42.81197180392157,-80.95255423529419,25,"Corn",33,54,62
42.81197180392157,-80.95118168627458,25,"Corn",33,53,62
42.81197180392157,-80.94706403921575,23,"Soybean",32,53,62
42.81197180392157,-80.94678952941183,7,"Soybean",32,53,62
42.81197180392157,-80.94020129411771,34,"Wheat - Winter",33,53,62
42.81197180392157,-80.9220836470589,15,"Corn",67,75,74
42.81197180392157,-80.92180913725497,16,"Corn",84,89,90
42.81197180392157,-80.92043658823536,29,"Wheat - Winter",33,60,63
42.81197180392157,-80.92016207843145,3,"Wheat - Winter",32,60,63
42.81197180392157,-80.91988756862752,32,"Wheat - Winter",32,59,63
42.81197180392157,-80.89298560784322,13,"Soybean",33,57,62
42.81197180392157,-80.89271109803929,31,"Soybean",40,58,64
42.812246313725495,-80.9528287450981,30,"Corn",35,58,62
42.812246313725495,-80.95255423529419,6,"Corn",32,54,61
42.812246313725495,-80.95227972549026,32,"Corn",33,53,62
42.812246313725495,-80.9514561960785,31,"Corn",32,53,62
42.812246313725495,-80.95118168627458,6,"Corn",32,53,62
42.812246313725495,-80.95090717647065,31,"Corn",32,52,61
42.812246313725495,-80.94678952941183,33,"Soybean",32,53,62
42.812246313725495,-80.94239737254908,19,"Soybean",32,51,61
42.812246313725495,-80.94212286274517,28,"Soybean",32,52,61
42.812246313725495,-80.94047580392163,32,"Wheat - Winter",32,52,62
42.812246313725495,-80.94020129411771,4,"Wheat - Winter",32,52,62
42.812246313725495,-80.9399267843138,29,"Wheat - Winter",32,52,61
42.812246313725495,-80.9360836470589,29,"Corn",33,53,62
42.812246313725495,-80.93580913725496,6,"Corn",33,54,62
42.812246313725495,-80.93553462745105,33,"Corn",34,54,62
42.812246313725495,-80.9220836470589,33,"Corn",75,82,79
42.812246313725495,-80.92180913725497,33,"Corn",65,78,78
42.812246313725495,-80.92016207843145,33,"Wheat - Winter",33,59,63
42.81252082352942,-80.94239737254908,15,"Soybean",32,52,61
42.81252082352942,-80.94212286274517,26,"Soybean",32,53,61
42.81252082352942,-80.94020129411771,27,"Wheat - Winter",32,51,61
42.81252082352942,-80.93580913725496,25,"Corn",34,54,64
42.812795333333334,-80.9577699215687,32,"Soybean",33,55,61
42.81306984313726,-80.95804443137261,22,"Soybean",33,55,62
42.81306984313726,-80.9577699215687,8,"Soybean",31,52,60
42.81334435294118,-80.9577699215687,32,"Soybean",83,76,79
42.82405023529412,-80.95722090196085,31,"Corn",33,53,62
42.82405023529412,-80.95557384313732,26,"Soybean",34,53,62
42.82405023529412,-80.9552993333334,15,"Soybean",32,52,60
42.82432474509804,-80.95749541176477,27,"Corn",34,53,62
42.82432474509804,-80.95722090196085,3,"Corn",34,53,62
42.82432474509804,-80.95694639215692,34,"Corn",35,55,62
42.82432474509804,-80.95557384313732,29,"Soybean",34,54,62
42.82432474509804,-80.9552993333334,19,"Soybean",34,53,62
42.82459925490196,-80.95722090196085,31,"Corn",34,53,62
42.84491298039216,-80.9388287450981,35,"Corn",50,67,69
42.84491298039216,-80.93855423529419,23,"Corn",46,65,67
42.84518749019608,-80.9388287450981,28,"Corn",74,76,79
42.84518749019608,-80.93855423529419,9,"Corn",105,86,86
42.845462000000005,-80.94075031372556,35,"Wheat - Winter",36,55,64
42.845462000000005,-80.94047580392163,30,"Wheat - Winter",36,55,63
42.84573650980393,-80.94075031372556,21,"Wheat - Winter",36,56,63
42.84573650980393,-80.94047580392163,10,"Wheat - Winter",35,56,63
42.84601101960784,-80.94047580392163,34,"Wheat - Winter",35,55,62
42.84985415686275,-80.94212286274517,32,"Soybean",39,61,65
42.84985415686275,-80.94184835294125,33,"Soybean",38,59,64
42.85012866666667,-80.94212286274517,14,"Soybean",39,60,65
42.85012866666667,-80.94184835294125,17,"Soybean",38,60,64
42.85726592156863,-80.92482874509811,32,"Corn",103,87,87
42.857540431372556,-80.92510325490203,20,"Corn",100,86,86
42.857540431372556,-80.92482874509811,10,"Corn",101,86,86
42.85781494117647,-80.92482874509811,32,"Corn",103,87,87
42.86056003921569,-80.92126011764712,32,"Corn",104,88,87
