Latitude,Longitude,CropType,B02,B08,B11
43.424128666666675,-81.58502482352942,21,"Corn",54,61,65
43.424952196078436,-81.57761305882353,34,"Corn",24,44,51
43.42522670588236,-81.57788756862746,19,"Corn",26,45,52
43.42522670588236,-81.57761305882353,12,"Corn",26,44,51
43.42550121568628,-81.57761305882353,32,"Corn",26,47,52
43.42550121568628,-81.57020129411765,18,"Soybean",23,44,51
43.42550121568628,-81.56992678431374,31,"Soybean",24,43,51
43.425775725490205,-81.57020129411765,14,"Soybean",24,45,51
43.425775725490205,-81.56992678431374,29,"Soybean",26,48,52
43.42605023529412,-81.56031894117648,17,"Soybean",33,54,64
43.42605023529412,-81.56004443137256,20,"Soybean",33,53,64
43.42632474509804,-81.58584835294118,22,"Soybean",27,48,52
43.42632474509804,-81.58557384313725,26,"Soybean",25,47,52
43.42632474509804,-81.56031894117648,24,"Soybean",34,55,64
43.42632474509804,-81.56004443137256,26,"Soybean",33,55,65
43.426599254901966,-81.58584835294118,17,"Soybean",37,52,58
43.426599254901966,-81.58557384313725,23,"Soybean",30,49,53
43.42714827450981,-81.58008364705883,24,"Soybean",21,40,50
43.427422784313734,-81.58035815686274,29,"Soybean",22,40,49
43.427422784313734,-81.58008364705883,7,"Soybean",24,44,52
43.427422784313734,-81.57980913725491,33,"Soybean",24,42,51
43.42879533333334,-81.56800521568628,19,"Corn",23,43,51
43.42879533333334,-81.56773070588235,16,"Corn",22,41,50
43.42879533333334,-81.5427503137255,32,"Wheat - Winter",32,53,63
43.42879533333334,-81.54247580392158,26,"Wheat - Winter",32,55,63
43.42906984313726,-81.56800521568628,28,"Corn",25,44,52
43.42906984313726,-81.56773070588235,26,"Corn",22,40,50
43.42906984313726,-81.5427503137255,23,"Wheat - Winter",33,58,64
43.42906984313726,-81.54247580392158,11,"Wheat - Winter",33,54,64
43.42934435294118,-81.55455423529412,21,"Soybean",31,52,63
43.42934435294118,-81.5542797254902,11,"Soybean",32,53,64
43.42934435294118,-81.53835815686276,17,"Wheat - Winter",32,52,64
43.42934435294118,-81.53808364705883,29,"Wheat - Winter",32,54,64
43.4296188627451,-81.55455423529412,33,"Soybean",33,56,64
43.4296188627451,-81.5542797254902,27,"Soybean",34,55,64
43.4296188627451,-81.53835815686276,16,"Wheat - Winter",32,54,65
43.4296188627451,-81.53808364705883,29,"Wheat - Winter",32,55,64
43.429893372549024,-81.55867188235295,20,"Soybean",37,58,66
43.429893372549024,-81.55839737254902,21,"Soybean",33,55,65
43.429893372549024,-81.52792678431373,25,"Soybean",34,57,65
43.429893372549024,-81.52765227450982,9,"Soybean",30,52,62
43.43016788235295,-81.55867188235295,23,"Soybean",31,50,64
43.43016788235295,-81.55839737254902,23,"Soybean",33,55,65
43.43016788235295,-81.52792678431373,35,"Soybean",34,56,66
43.43016788235295,-81.52765227450982,25,"Soybean",33,56,65
43.43044239215687,-81.52161305882353,32,"Corn",32,56,64
43.43044239215687,-81.52133854901962,30,"Corn",32,56,64
43.43071690196079,-81.52161305882353,17,"Corn",32,55,63
43.43071690196079,-81.52133854901962,14,"Corn",31,54,63
43.43263847058824,-81.5301228627451,29,"Soybean",32,54,63
43.43263847058824,-81.52984835294119,16,"Soybean",31,53,63
43.43291298039216,-81.5301228627451,30,"Soybean",34,55,64
43.43291298039216,-81.52984835294119,17,"Soybean",33,55,63
43.434285529411774,-81.52271109803922,31,"Corn",26,49,52
43.434285529411774,-81.52243658823531,10,"Corn",33,50,55
43.434285529411774,-81.52216207843138,34,"Corn",32,48,53
43.43456003921569,-81.52243658823531,20,"Corn",25,45,52
43.52185415686275,-81.51996600000001,34,"Barley",73,68,70
43.52267768627451,-81.51996600000001,35,"Barley",27,48,53
43.54216788235295,-81.52188756862746,35,"Wheat - Winter",23,44,51
43.54216788235295,-81.52161305882353,20,"Wheat - Winter",23,43,51
43.54244239215687,-81.52188756862746,31,"Wheat - Winter",24,44,51
43.54244239215687,-81.52161305882353,11,"Wheat - Winter",30,52,55
43.54244239215687,-81.52133854901962,34,"Wheat - Winter",30,46,55
43.54436396078432,-81.52216207843138,28,"Wheat - Winter",23,41,49
43.54436396078432,-81.52188756862746,27,"Wheat - Winter",25,40,50
43.54463847058824,-81.52216207843138,17,"Wheat - Winter",29,48,54
43.54463847058824,-81.52188756862746,16,"Wheat - Winter",28,51,54
43.54985415686275,-81.52408364705883,32,"Soybean",93,76,77
43.54985415686275,-81.52380913725491,13,"Soybean",85,73,74
43.54985415686275,-81.52353462745099,35,"Soybean",88,73,75
43.55012866666667,-81.52408364705883,33,"Soybean",69,71,69
43.55012866666667,-81.52380913725491,17,"Soybean",84,72,75
43.55122670588236,-81.5210640392157,35,"Corn",84,77,76
43.55122670588236,-81.52078952941177,24,"Corn",53,57,61
43.55150121568628,-81.5210640392157,26,"Corn",44,58,64
43.55150121568628,-81.52078952941177,9,"Corn",29,52,54
43.552050235294125,-81.52463266666668,21,"Soybean",86,83,83
43.552050235294125,-81.52435815686276,30,"Soybean",30,53,53
43.55232474509805,-81.52463266666668,13,"Soybean",65,70,69
43.55232474509805,-81.52435815686276,25,"Soybean",62,72,70
43.553697294117654,-81.52216207843138,31,"Corn",85,75,76
43.55397180392158,-81.52216207843138,9,"Corn",87,76,76
43.55397180392158,-81.52188756862746,22,"Corn",85,74,76
43.5542463137255,-81.52216207843138,32,"Corn",83,74,75
43.555344352941184,-81.52243658823531,19,"Barley",82,73,74
43.555344352941184,-81.52216207843138,30,"Barley",86,74,75
43.555618862745106,-81.52243658823531,14,"Barley",87,75,77
43.555618862745106,-81.52216207843138,27,"Barley",94,78,79
43.555618862745106,-81.52051501960786,35,"Barley",47,59,61
43.555618862745106,-81.52024050980393,27,"Barley",39,54,58
43.55589337254903,-81.52051501960786,23,"Barley",28,52,54
43.55589337254903,-81.52024050980393,9,"Barley",27,51,54
43.55754043137256,-81.52518168627452,27,"Corn",27,52,54
43.557814941176474,-81.52518168627452,8,"Corn",26,52,53
43.557814941176474,-81.52490717647059,24,"Corn",26,52,53
43.559736509803926,-81.52627972549021,18,"Wheat - Winter",26,51,53
43.559736509803926,-81.52600521568628,24,"Wheat - Winter",25,51,52
43.56001101960785,-81.52627972549021,19,"Wheat - Winter",26,51,52
43.56001101960785,-81.52600521568628,25,"Wheat - Winter",25,51,53
43.569893372549025,-81.52737776470589,25,"Wheat - Winter",36,54,56
43.57016788235295,-81.52765227450982,33,"Wheat - Winter",65,60,66
43.57016788235295,-81.52737776470589,6,"Wheat - Winter",68,61,68
43.57016788235295,-81.52710325490197,29,"Wheat - Winter",68,61,66
43.57401101960785,-81.52957384313727,32,"Soybean",32,64,57
43.57401101960785,-81.52929933333334,30,"Soybean",36,64,58
43.57401101960785,-81.52545619607844,28,"Soybean",19,36,48
43.574285529411775,-81.52957384313727,17,"Soybean",34,64,57
43.574285529411775,-81.52929933333334,14,"Soybean",36,65,59
43.574285529411775,-81.52573070588237,32,"Soybean",19,35,47
43.574285529411775,-81.52545619607844,3,"Soybean",20,36,47
43.574285529411775,-81.52518168627452,30,"Soybean",20,37,47
43.57456003921569,-81.52545619607844,33,"Soybean",21,36,48
43.58334435294118,-81.53067188235295,29,"Corn",90,97,107
43.58334435294118,-81.53039737254903,8,"Corn",132,134,135
43.58334435294118,-81.5301228627451,34,"Corn",163,168,176
43.583618862745105,-81.53039737254903,23,"Corn",135,134,133
43.59350121568628,-81.53094639215688,34,"Corn",34,59,58
43.59350121568628,-81.53067188235295,7,"Corn",25,45,52
43.59350121568628,-81.53039737254903,28,"Corn",22,40,50
43.593775725490204,-81.53067188235295,24,"Corn",23,44,50
43.59542278431373,-81.5312209019608,24,"Corn",30,57,56
43.59542278431373,-81.53094639215688,14,"Corn",32,54,56
43.595697294117656,-81.5312209019608,29,"Corn",27,46,52
43.595697294117656,-81.53094639215688,21,"Corn",33,58,57
43.62699141176471,-81.56471109803923,32,"Soybean",21,39,48
43.62699141176471,-81.5644365882353,24,"Soybean",23,44,50
43.627265921568636,-81.56471109803923,24,"Soybean",23,44,51
43.627265921568636,-81.5644365882353,11,"Soybean",23,44,50
43.62863847058824,-81.56992678431374,31,"Corn",28,51,54
43.62863847058824,-81.5696522745098,33,"Corn",28,50,53
43.628912980392165,-81.56992678431374,13,"Corn",28,50,53
43.628912980392165,-81.5696522745098,18,"Corn",28,52,54
43.63083454901962,-81.5696522745098,29,"Corn",28,50,53
43.63083454901962,-81.56937776470589,13,"Corn",29,52,53
43.63110905882353,-81.5696522745098,32,"Corn",32,54,54
43.63110905882353,-81.56937776470589,19,"Corn",28,50,52
43.63385415686275,-81.58008364705883,33,"Corn",29,51,53
43.63385415686275,-81.57733854901961,33,"Soybean",22,40,48
43.634128666666676,-81.58035815686274,26,"Corn",23,43,49
43.634128666666676,-81.58008364705883,5,"Corn",23,40,49
43.634128666666676,-81.57980913725491,35,"Corn",27,49,53
43.634128666666676,-81.57761305882353,34,"Soybean",24,43,50
43.634128666666676,-81.57733854901961,5,"Soybean",26,48,52
43.634128666666676,-81.57706403921568,27,"Soybean",24,52,53
43.63440317647059,-81.58008364705883,28,"Corn",29,51,54
43.63440317647059,-81.57733854901961,28,"Soybean",24,42,50
43.636324745098044,-81.58557384313725,12,"Soybean",23,44,50
43.636324745098044,-81.58529933333334,23,"Soybean",23,44,50
43.63659925490197,-81.58557384313725,25,"Soybean",23,44,50
43.63659925490197,-81.58529933333334,32,"Soybean",23,44,50
43.63687376470589,-81.58831894117648,17,"Corn",22,41,48
43.63687376470589,-81.58804443137255,26,"Corn",22,42,49
43.63714827450981,-81.58831894117648,19,"Corn",22,42,49
43.63714827450981,-81.58804443137255,27,"Corn",23,41,48
44.21773650980393,-81.58090717647059,29,"Corn",238,237,238
44.21773650980393,-81.58063266666667,16,"Corn",233,236,237
44.21801101960785,-81.58090717647059,30,"Corn",237,236,237
44.21801101960785,-81.58063266666667,17,"Corn",198,182,200
44.21910905882354,-81.58282874509804,29,"Corn",246,245,246
44.21910905882354,-81.58255423529413,34,"Corn",241,241,244
44.21938356862746,-81.58282874509804,11,"Corn",248,245,244
44.21938356862746,-81.58255423529413,21,"Corn",246,244,244
44.21965807843138,-81.58282874509804,35,"Corn",249,247,248
44.21965807843138,-81.57926011764707,21,"Wheat - Winter",244,242,242
44.21965807843138,-81.57898560784314,12,"Wheat - Winter",246,243,244
44.2199325882353,-81.57926011764707,32,"Wheat - Winter",248,245,246
44.2199325882353,-81.57898560784314,26,"Wheat - Winter",248,245,246
44.22405023529413,-81.57624050980392,19,"Wheat - Winter",239,238,238
44.22405023529413,-81.57596600000001,12,"Wheat - Winter",242,242,243
44.224324745098045,-81.57624050980392,34,"Wheat - Winter",238,237,237
44.224324745098045,-81.57596600000001,30,"Wheat - Winter",238,238,240
44.22569729411766,-81.57706403921568,29,"Corn",200,196,206
44.225971803921574,-81.57706403921568,6,"Corn",176,189,205
44.225971803921574,-81.57678952941177,25,"Corn",153,160,167
44.2262463137255,-81.57706403921568,33,"Corn",114,131,151
44.242442392156875,-81.56086796078432,21,"Soybean",55,63,65
44.24271690196079,-81.56114247058824,32,"Soybean",60,72,73
44.24271690196079,-81.56086796078432,10,"Soybean",51,63,62
44.24271690196079,-81.5605934509804,32,"Soybean",59,72,72
44.244089450980404,-81.55949541176471,34,"Soybean",95,91,103
44.244089450980404,-81.55922090196078,32,"Soybean",95,80,81
44.24436396078432,-81.55949541176471,18,"Soybean",72,81,86
44.24436396078432,-81.55922090196078,13,"Soybean",90,75,79
44.24463847058824,-81.55922090196078,35,"Soybean",91,84,87
42.861658078431375,-81.48867188235296,20,"Soybean",30,55,60
42.861658078431375,-81.48839737254903,12,"Soybean",31,56,60
42.8619325882353,-81.48867188235296,33,"Soybean",42,68,66
42.8619325882353,-81.48839737254903,28,"Soybean",46,73,71
42.86303062745098,-81.48675031372551,19,"Corn",28,51,59
42.863305137254905,-81.48702482352942,33,"Corn",28,51,59
42.863305137254905,-81.48675031372551,11,"Corn",29,50,59
42.863305137254905,-81.48647580392158,32,"Corn",31,55,60
42.86412866666667,-81.45051501960786,20,"Corn",29,50,59
42.86412866666667,-81.45024050980393,24,"Corn",28,49,58
42.86440317647059,-81.45051501960786,19,"Corn",28,49,59
42.86440317647059,-81.45024050980393,23,"Corn",30,52,60
42.86467768627451,-81.49031894117648,29,"Wheat - Winter",29,54,60
42.86467768627451,-81.49004443137257,35,"Wheat - Winter",29,53,60
42.864952196078434,-81.49031894117648,10,"Wheat - Winter",29,52,60
42.864952196078434,-81.49004443137257,22,"Wheat - Winter",29,52,59
42.86522670588236,-81.49031894117648,35,"Wheat - Winter",28,50,59
42.86522670588236,-81.45188756862747,33,"Corn",32,56,61
42.86522670588236,-81.45161305882354,16,"Corn",30,51,59
42.86550121568628,-81.45188756862747,32,"Corn",30,53,59
42.86550121568628,-81.45161305882354,14,"Corn",28,51,58
42.86605023529412,-81.48373070588237,32,"Corn",29,51,59
42.86605023529412,-81.48345619607845,20,"Corn",29,52,60
42.86632474509804,-81.48373070588237,27,"Corn",29,52,59
42.86632474509804,-81.48345619607845,12,"Corn",28,51,59
42.86659925490196,-81.48263266666667,34,"Soybean",28,51,59
42.86659925490196,-81.45435815686277,35,"Corn",29,49,59
42.866873764705886,-81.48263266666667,9,"Soybean",28,50,59
42.866873764705886,-81.48235815686276,22,"Soybean",29,54,59
42.866873764705886,-81.45463266666668,27,"Corn",30,53,59
42.866873764705886,-81.45435815686277,5,"Corn",30,51,59
42.866873764705886,-81.45408364705884,35,"Corn",28,51,59
42.86714827450981,-81.4969071764706,19,"Soybean",31,58,60
42.86714827450981,-81.49663266666668,17,"Soybean",32,57,62
42.86714827450981,-81.4853777647059,26,"Wheat - Winter",33,62,62
42.86714827450981,-81.48510325490197,24,"Wheat - Winter",33,61,61
42.86714827450981,-81.48263266666667,29,"Soybean",29,52,60
42.86714827450981,-81.45435815686277,27,"Corn",28,51,59
42.86742278431373,-81.4969071764706,26,"Soybean",33,61,62
42.86742278431373,-81.49663266666668,25,"Soybean",34,62,61
42.86742278431373,-81.4853777647059,20,"Wheat - Winter",35,62,62
42.86742278431373,-81.48510325490197,17,"Wheat - Winter",33,58,62
42.86797180392157,-81.4840052156863,14,"Corn",31,53,60
42.86797180392157,-81.48373070588237,24,"Corn",29,52,59
42.86824631372549,-81.4840052156863,22,"Corn",29,52,60
42.86824631372549,-81.48373070588237,29,"Corn",28,50,59
42.86824631372549,-81.48071109803924,23,"Soybean",29,51,59
42.86824631372549,-81.4804365882353,35,"Soybean",32,57,62
42.868520823529416,-81.4944365882353,22,"Wheat - Winter",39,70,65
42.868520823529416,-81.49416207843139,33,"Wheat - Winter",32,58,60
42.868520823529416,-81.48071109803924,9,"Soybean",31,53,61
42.868520823529416,-81.4804365882353,28,"Soybean",31,55,60
42.86879533333334,-81.4944365882353,11,"Wheat - Winter",35,75,64
42.86879533333334,-81.49416207843139,27,"Wheat - Winter",34,61,62
42.86879533333334,-81.4573777647059,28,"Corn",41,63,65
42.86879533333334,-81.45710325490198,27,"Corn",34,62,62
42.86879533333334,-81.45435815686277,34,"Soybean",28,51,58
42.86906984313726,-81.4573777647059,18,"Corn",52,71,79
42.86906984313726,-81.45710325490198,17,"Corn",35,61,65
42.86906984313726,-81.45463266666668,31,"Soybean",30,52,60
